-0.051,1.74,0.284
-0.05096,1.78,0.282
-0.05092,1.76,0.284
-0.05088,1.78,0.282
-0.05084,1.78,0.282
-0.0508,1.76,0.284
-0.05076,1.76,0.282
-0.05072,1.76,0.282
-0.05068,1.78,0.282
-0.05064,1.78,0.282
-0.0506,1.78,0.282
-0.05056,1.78,0.284
-0.05052,1.78,0.282
-0.05048,1.78,0.284
-0.05044,1.78,0.284
-0.0504,1.76,0.282
-0.05036,1.78,0.282
-0.05032,1.76,0.286
-0.05028,1.76,0.282
-0.05024,1.78,0.282
-0.0502,1.78,0.282
-0.05016,1.78,0.282
-0.05012,1.76,0.282
-0.05008,1.76,0.284
-0.05004,1.78,0.282
-0.05,1.76,0.282
-0.04996,1.78,0.282
-0.04992,1.74,0.282
-0.04988,1.76,0.282
-0.04984,1.78,0.282
-0.0498,1.76,0.282
-0.04976,1.76,0.282
-0.04972,1.76,0.282
-0.04968,1.76,0.282
-0.04964,1.76,0.282
-0.0496,1.76,0.282
-0.04956,1.78,0.282
-0.04952,1.78,0.282
-0.04948,1.76,0.282
-0.04944,1.76,0.282
-0.0494,1.78,0.282
-0.04936,1.76,0.282
-0.04932,1.78,0.282
-0.04928,1.76,0.282
-0.04924,1.76,0.282
-0.0492,1.76,0.282
-0.04916,1.76,0.282
-0.04912,1.76,0.282
-0.04908,1.76,0.282
-0.04904,1.76,0.282
-0.049,1.76,0.282
-0.04896,1.76,0.282
-0.04892,1.76,0.282
-0.04888,1.76,0.282
-0.04884,1.74,0.282
-0.0488,1.76,0.282
-0.04876,1.76,0.282
-0.04872,1.76,0.28
-0.04868,1.76,0.284
-0.04864,1.76,0.278
-0.0486,1.76,0.282
-0.04856,1.76,0.28
-0.04852,1.76,0.282
-0.04848,1.74,0.282
-0.04844,1.74,0.282
-0.0484,1.76,0.282
-0.04836,1.74,0.282
-0.04832,1.74,0.28
-0.04828,1.76,0.282
-0.04824,1.74,0.282
-0.0482,1.74,0.282
-0.04816,1.76,0.282
-0.04812,1.76,0.282
-0.04808,1.74,0.282
-0.04804,1.74,0.28
-0.048,1.74,0.28
-0.04796,1.74,0.28
-0.04792,1.74,0.282
-0.04788,1.74,0.28
-0.04784,1.74,0.282
-0.0478,1.74,0.282
-0.04776,1.74,0.28
-0.04772,1.76,0.282
-0.04768,1.74,0.282
-0.04764,1.76,0.28
-0.0476,1.74,0.28
-0.04756,1.74,0.282
-0.04752,1.74,0.282
-0.04748,1.74,0.282
-0.04744,1.76,0.28
-0.0474,1.74,0.28
-0.04736,1.74,0.282
-0.04732,1.74,0.282
-0.04728,1.74,0.28
-0.04724,1.74,0.282
-0.0472,1.76,0.282
-0.04716,1.74,0.278
-0.04712,1.74,0.282
-0.04708,1.74,0.282
-0.04704,1.74,0.282
-0.047,1.74,0.282
-0.04696,1.74,0.282
-0.04692,1.72,0.28
-0.04688,1.74,0.28
-0.04684,1.74,0.28
-0.0468,1.74,0.28
-0.04676,1.72,0.278
-0.04672,1.74,0.28
-0.04668,1.74,0.282
-0.04664,1.76,0.28
-0.0466,1.72,0.28
-0.04656,1.74,0.282
-0.04652,1.74,0.282
-0.04648,1.74,0.282
-0.04644,1.74,0.282
-0.0464,1.74,0.282
-0.04636,1.72,0.282
-0.04632,1.72,0.282
-0.04628,1.74,0.28
-0.04624,1.72,0.28
-0.0462,1.74,0.278
-0.04616,1.72,0.278
-0.04612,1.74,0.282
-0.04608,1.74,0.282
-0.04604,1.74,0.28
-0.046,1.74,0.28
-0.04596,1.74,0.28
-0.04592,1.74,0.282
-0.04588,1.72,0.28
-0.04584,1.74,0.28
-0.0458,1.72,0.28
-0.04576,1.72,0.278
-0.04572,1.72,0.28
-0.04568,1.72,0.28
-0.04564,1.74,0.278
-0.0456,1.72,0.28
-0.04556,1.7,0.278
-0.04552,1.72,0.278
-0.04548,1.72,0.28
-0.04544,1.72,0.278
-0.0454,1.74,0.278
-0.04536,1.72,0.28
-0.04532,1.74,0.28
-0.04528,1.74,0.28
-0.04524,1.72,0.278
-0.0452,1.72,0.278
-0.04516,1.72,0.278
-0.04512,1.72,0.278
-0.04508,1.72,0.278
-0.04504,1.72,0.28
-0.045,1.72,0.28
-0.04496,1.72,0.278
-0.04492,1.72,0.28
-0.04488,1.7,0.278
-0.04484,1.72,0.278
-0.0448,1.72,0.278
-0.04476,1.72,0.278
-0.04472,1.72,0.28
-0.04468,1.72,0.28
-0.04464,1.72,0.28
-0.0446,1.7,0.28
-0.04456,1.72,0.28
-0.04452,1.72,0.278
-0.04448,1.7,0.282
-0.04444,1.72,0.278
-0.0444,1.72,0.278
-0.04436,1.72,0.28
-0.04432,1.7,0.278
-0.04428,1.72,0.278
-0.04424,1.72,0.28
-0.0442,1.72,0.278
-0.04416,1.72,0.28
-0.04412,1.72,0.28
-0.04408,1.7,0.278
-0.04404,1.72,0.28
-0.044,1.7,0.278
-0.04396,1.72,0.278
-0.04392,1.68,0.278
-0.04388,1.7,0.278
-0.04384,1.7,0.28
-0.0438,1.7,0.28
-0.04376,1.7,0.278
-0.04372,1.72,0.278
-0.04368,1.7,0.278
-0.04364,1.7,0.278
-0.0436,1.72,0.278
-0.04356,1.7,0.278
-0.04352,1.7,0.278
-0.04348,1.7,0.278
-0.04344,1.7,0.278
-0.0434,1.72,0.278
-0.04336,1.68,0.28
-0.04332,1.72,0.278
-0.04328,1.68,0.278
-0.04324,1.72,0.278
-0.0432,1.68,0.278
-0.04316,1.68,0.278
-0.04312,1.7,0.278
-0.04308,1.7,0.278
-0.04304,1.68,0.278
-0.043,1.7,0.278
-0.04296,1.68,0.278
-0.04292,1.7,0.278
-0.04288,1.7,0.276
-0.04284,1.68,0.276
-0.0428,1.7,0.278
-0.04276,1.68,0.278
-0.04272,1.68,0.278
-0.04268,1.68,0.278
-0.04264,1.7,0.276
-0.0426,1.68,0.278
-0.04256,1.68,0.278
-0.04252,1.68,0.276
-0.04248,1.68,0.278
-0.04244,1.68,0.278
-0.0424,1.68,0.278
-0.04236,1.68,0.278
-0.04232,1.68,0.278
-0.04228,1.7,0.278
-0.04224,1.68,0.278
-0.0422,1.7,0.276
-0.04216,1.68,0.276
-0.04212,1.68,0.278
-0.04208,1.68,0.278
-0.04204,1.68,0.278
-0.042,1.66,0.278
-0.04196,1.66,0.278
-0.04192,1.68,0.278
-0.04188,1.68,0.276
-0.04184,1.68,0.278
-0.0418,1.68,0.276
-0.04176,1.66,0.276
-0.04172,1.66,0.276
-0.04168,1.68,0.276
-0.04164,1.66,0.278
-0.0416,1.68,0.276
-0.04156,1.66,0.276
-0.04152,1.68,0.276
-0.04148,1.66,0.278
-0.04144,1.68,0.278
-0.0414,1.68,0.276
-0.04136,1.66,0.276
-0.04132,1.66,0.278
-0.04128,1.68,0.276
-0.04124,1.66,0.278
-0.0412,1.66,0.274
-0.04116,1.66,0.278
-0.04112,1.66,0.276
-0.04108,1.68,0.276
-0.04104,1.66,0.276
-0.041,1.66,0.276
-0.04096,1.68,0.276
-0.04092,1.66,0.276
-0.04088,1.66,0.276
-0.04084,1.66,0.274
-0.0408,1.66,0.274
-0.04076,1.66,0.276
-0.04072,1.66,0.274
-0.04068,1.66,0.274
-0.04064,1.68,0.276
-0.0406,1.66,0.276
-0.04056,1.66,0.276
-0.04052,1.66,0.276
-0.04048,1.66,0.274
-0.04044,1.66,0.274
-0.0404,1.66,0.274
-0.04036,1.68,0.274
-0.04032,1.66,0.274
-0.04028,1.66,0.276
-0.04024,1.66,0.274
-0.0402,1.64,0.272
-0.04016,1.66,0.276
-0.04012,1.66,0.272
-0.04008,1.64,0.272
-0.04004,1.64,0.274
-0.04,1.64,0.274
-0.03996,1.66,0.272
-0.03992,1.64,0.272
-0.03988,1.64,0.272
-0.03984,1.66,0.272
-0.0398,1.64,0.272
-0.03976,1.66,0.272
-0.03972,1.64,0.27
-0.03968,1.64,0.27
-0.03964,1.64,0.272
-0.0396,1.64,0.272
-0.03956,1.62,0.27
-0.03952,1.62,0.268
-0.03948,1.62,0.27
-0.03944,1.62,0.27
-0.0394,1.64,0.27
-0.03936,1.62,0.268
-0.03932,1.62,0.268
-0.03928,1.64,0.266
-0.03924,1.62,0.268
-0.0392,1.6,0.268
-0.03916,1.62,0.266
-0.03912,1.62,0.268
-0.03908,1.62,0.268
-0.03904,1.62,0.266
-0.039,1.62,0.268
-0.03896,1.62,0.264
-0.03892,1.62,0.266
-0.03888,1.6,0.264
-0.03884,1.6,0.264
-0.0388,1.62,0.264
-0.03876,1.6,0.262
-0.03872,1.6,0.262
-0.03868,1.6,0.262
-0.03864,1.6,0.262
-0.0386,1.6,0.26
-0.03856,1.6,0.262
-0.03852,1.58,0.262
-0.03848,1.58,0.262
-0.03844,1.56,0.258
-0.0384,1.58,0.258
-0.03836,1.58,0.26
