TIME,OFFSET,T_SET120,T_SET115,T_SET110,T_SET105,T_SET100,T_SET95,T_SET90,T_SET86,T_SET75,T_SET70,T_SET65,T_SET60,T_SET55,T_SET50,T_SET45,T_SET40,T_SET35,ESPECTROSCOPIA,S_NORM
-0.0044,0.016,,0.05,0.09,0.122,0.15,0.178,0.16,0.198,0.232,0.22,0.23,0.244,0.254,0.246,0.248,0.248,0.26,1.3,0.152
-0.00436,0.016,,0.046,0.084,0.118,0.146,0.176,0.156,0.196,0.228,0.218,0.226,0.244,0.254,0.246,0.248,0.248,0.262,1.32,0.152
-0.00432,0.016,,0.042,0.078,0.114,0.142,0.172,0.152,0.194,0.226,0.216,0.224,0.244,0.254,0.246,0.246,0.25,0.258,1.3,0.152
-0.00428,0.016,,0.04,0.076,0.108,0.138,0.168,0.148,0.192,0.226,0.214,0.222,0.244,0.254,0.246,0.248,0.248,0.26,1.34,0.152
-0.00424,0.018,,0.038,0.072,0.104,0.134,0.164,0.142,0.188,0.222,0.214,0.222,0.242,0.254,0.244,0.248,0.25,0.262,1.32,0.152
-0.0042,0.016,,0.036,0.07,0.098,0.13,0.162,0.138,0.186,0.22,0.212,0.218,0.242,0.252,0.244,0.248,0.246,0.26,1.32,0.152
-0.00416,0.016,,0.034,0.066,0.094,0.126,0.158,0.134,0.18,0.218,0.208,0.218,0.242,0.254,0.242,0.248,0.246,0.26,1.3,0.154
-0.00412,0.016,,0.03,0.062,0.088,0.122,0.154,0.128,0.178,0.216,0.204,0.214,0.24,0.252,0.242,0.246,0.248,0.258,1.32,0.152
-0.00408,0.016,,0.03,0.058,0.084,0.116,0.15,0.124,0.174,0.214,0.206,0.212,0.24,0.25,0.242,0.248,0.246,0.262,1.34,0.152
-0.00404,0.016,,0.028,0.058,0.078,0.112,0.146,0.12,0.17,0.212,0.2,0.212,0.24,0.248,0.238,0.246,0.246,0.258,1.3,0.152
-0.004,0.016,,0.026,0.05,0.076,0.106,0.14,0.114,0.168,0.21,0.198,0.21,0.238,0.25,0.238,0.246,0.244,0.258,1.32,0.154
-0.00396,0.016,,0.026,0.05,0.072,0.104,0.138,0.11,0.164,0.208,0.196,0.206,0.24,0.248,0.24,0.246,0.246,0.258,1.3,0.154
-0.00392,0.016,,0.022,0.046,0.066,0.098,0.132,0.104,0.16,0.204,0.192,0.204,0.238,0.248,0.238,0.246,0.244,0.258,1.3,0.154
-0.00388,0.016,,0.022,0.044,0.064,0.092,0.128,0.1,0.156,0.2,0.19,0.2,0.238,0.248,0.238,0.246,0.242,0.258,1.3,0.152
-0.00384,0.014,,0.022,0.042,0.058,0.088,0.122,0.096,0.15,0.198,0.188,0.198,0.236,0.246,0.236,0.244,0.244,0.258,1.3,0.152
-0.0038,0.016,,0.022,0.038,0.056,0.084,0.12,0.09,0.148,0.194,0.184,0.198,0.232,0.246,0.236,0.244,0.244,0.258,1.3,0.152
-0.00376,0.014,,0.02,0.036,0.052,0.078,0.116,0.086,0.142,0.192,0.182,0.196,0.232,0.246,0.234,0.246,0.242,0.258,1.28,0.152
-0.00372,0.016,,0.02,0.034,0.048,0.076,0.108,0.082,0.138,0.188,0.178,0.192,0.23,0.246,0.232,0.244,0.24,0.258,1.3,0.152
-0.00368,0.016,,0.018,0.032,0.044,0.07,0.106,0.076,0.134,0.186,0.176,0.19,0.23,0.242,0.232,0.244,0.24,0.258,1.28,0.152
-0.00364,0.016,,0.02,0.03,0.04,0.066,0.1,0.076,0.128,0.182,0.172,0.186,0.228,0.24,0.23,0.242,0.24,0.258,1.3,0.152
-0.0036,0.016,,0.02,0.026,0.038,0.062,0.096,0.068,0.126,0.178,0.168,0.184,0.228,0.24,0.23,0.244,0.238,0.256,1.3,0.15
-0.00356,0.016,,0.018,0.026,0.036,0.058,0.09,0.066,0.12,0.176,0.164,0.18,0.226,0.24,0.226,0.242,0.238,0.256,1.28,0.154
-0.00352,0.016,,0.018,0.024,0.034,0.056,0.088,0.062,0.116,0.172,0.158,0.178,0.224,0.238,0.224,0.24,0.236,0.256,1.26,0.152
-0.00348,0.016,,0.016,0.022,0.032,0.052,0.084,0.058,0.112,0.168,0.158,0.176,0.224,0.238,0.224,0.24,0.236,0.258,1.3,0.152
-0.00344,0.018,,0.016,0.022,0.03,0.048,0.078,0.052,0.108,0.162,0.156,0.172,0.222,0.236,0.222,0.242,0.236,0.256,1.28,0.152
-0.0034,0.014,,0.016,0.022,0.028,0.046,0.076,0.05,0.102,0.16,0.15,0.168,0.22,0.236,0.22,0.24,0.234,0.256,1.28,0.152
-0.00336,0.018,,0.018,0.022,0.026,0.04,0.07,0.046,0.098,0.154,0.146,0.166,0.218,0.234,0.22,0.24,0.232,0.256,1.28,0.152
-0.00332,0.016,,0.018,0.02,0.026,0.04,0.066,0.044,0.094,0.152,0.142,0.16,0.216,0.232,0.218,0.24,0.232,0.254,1.3,0.152
-0.00328,0.016,,0.016,0.018,0.024,0.034,0.064,0.04,0.09,0.15,0.14,0.158,0.216,0.232,0.216,0.238,0.23,0.256,1.28,0.152
-0.00324,0.018,,0.018,0.02,0.022,0.034,0.058,0.04,0.084,0.142,0.134,0.154,0.214,0.23,0.216,0.238,0.23,0.252,1.28,0.154
-0.0032,0.016,,0.018,0.02,0.024,0.032,0.054,0.036,0.08,0.138,0.132,0.15,0.21,0.228,0.216,0.236,0.228,0.256,1.28,0.152
-0.00316,0.018,,0.016,0.02,0.02,0.032,0.05,0.032,0.076,0.134,0.126,0.146,0.208,0.224,0.212,0.238,0.228,0.252,1.28,0.152
-0.00312,0.016,,0.016,0.018,0.022,0.03,0.048,0.032,0.072,0.13,0.122,0.144,0.206,0.224,0.21,0.236,0.226,0.252,1.28,0.15
-0.00308,0.016,,0.016,0.018,0.02,0.026,0.044,0.03,0.068,0.126,0.116,0.14,0.206,0.224,0.206,0.234,0.226,0.25,1.28,0.152
-0.00304,0.016,,0.014,0.018,0.02,0.026,0.042,0.028,0.066,0.12,0.112,0.138,0.202,0.22,0.206,0.234,0.222,0.254,1.28,0.152
-0.003,0.016,,0.016,0.018,0.02,0.024,0.038,0.026,0.06,0.116,0.108,0.132,0.2,0.22,0.202,0.232,0.222,0.252,1.28,0.152
-0.00296,0.016,,0.018,0.018,0.02,0.022,0.036,0.026,0.056,0.11,0.104,0.126,0.198,0.216,0.2,0.234,0.222,0.25,1.28,0.152
-0.00292,0.016,,0.016,0.018,0.02,0.022,0.036,0.026,0.052,0.106,0.1,0.124,0.196,0.214,0.198,0.232,0.218,0.252,1.26,0.15
-0.00288,0.016,,0.016,0.018,0.02,0.022,0.032,0.024,0.05,0.104,0.098,0.122,0.192,0.212,0.196,0.232,0.218,0.25,1.28,0.152
-0.00284,0.018,,0.018,0.016,0.02,0.02,0.03,0.022,0.046,0.098,0.092,0.118,0.19,0.21,0.194,0.23,0.216,0.25,1.28,0.152
-0.0028,0.016,,0.018,0.016,0.016,0.018,0.028,0.022,0.044,0.096,0.09,0.114,0.188,0.206,0.192,0.23,0.214,0.248,1.26,0.152
-0.00276,0.016,,0.016,0.016,0.02,0.02,0.026,0.022,0.042,0.09,0.084,0.112,0.182,0.206,0.19,0.226,0.214,0.248,1.24,0.152
-0.00272,0.016,,0.018,0.016,0.018,0.018,0.026,0.02,0.038,0.086,0.082,0.106,0.182,0.204,0.188,0.226,0.212,0.248,1.26,0.152
-0.00268,0.016,,0.016,0.016,0.016,0.02,0.024,0.02,0.036,0.082,0.078,0.102,0.18,0.2,0.182,0.224,0.21,0.246,1.26,0.152
-0.00264,0.016,,0.018,0.018,0.014,0.02,0.024,0.02,0.036,0.078,0.072,0.1,0.178,0.2,0.18,0.224,0.208,0.246,1.24,0.15
-0.0026,0.016,,0.016,0.016,0.018,0.018,0.022,0.02,0.032,0.074,0.07,0.096,0.174,0.196,0.178,0.222,0.206,0.248,1.24,0.15
-0.00256,0.016,,0.018,0.014,0.02,0.018,0.02,0.018,0.03,0.072,0.068,0.092,0.172,0.194,0.178,0.22,0.204,0.246,1.24,0.152
-0.00252,0.016,,0.016,0.014,0.016,0.018,0.022,0.018,0.028,0.068,0.064,0.088,0.168,0.192,0.172,0.22,0.202,0.242,1.24,0.152
-0.00248,0.016,,0.02,0.016,0.016,0.018,0.02,0.018,0.028,0.064,0.06,0.084,0.162,0.19,0.17,0.218,0.2,0.242,1.24,0.152
-0.00244,0.016,,0.016,0.016,0.016,0.02,0.02,0.016,0.024,0.058,0.058,0.082,0.162,0.186,0.166,0.216,0.198,0.242,1.22,0.152
-0.0024,0.018,,0.016,0.016,0.018,0.018,0.02,0.02,0.024,0.056,0.054,0.078,0.158,0.182,0.164,0.216,0.196,0.242,1.22,0.15
-0.00236,0.016,,0.016,0.016,0.018,0.018,0.018,0.018,0.024,0.054,0.052,0.076,0.154,0.18,0.162,0.212,0.196,0.24,1.22,0.15
-0.00232,0.016,,0.016,0.016,0.018,0.018,0.02,0.018,0.022,0.05,0.048,0.074,0.152,0.178,0.158,0.212,0.194,0.238,1.22,0.152
-0.00228,0.016,,0.016,0.018,0.018,0.02,0.018,0.016,0.024,0.048,0.048,0.068,0.148,0.174,0.154,0.21,0.192,0.238,1.22,0.152
-0.00224,0.018,,0.016,0.018,0.014,0.016,0.018,0.018,0.022,0.044,0.042,0.064,0.146,0.172,0.152,0.208,0.188,0.238,1.22,0.15
-0.0022,0.016,,0.016,0.016,0.02,0.018,0.018,0.018,0.022,0.042,0.04,0.062,0.142,0.168,0.148,0.208,0.186,0.236,1.22,0.15
-0.00216,0.018,,0.016,0.016,0.016,0.016,0.018,0.016,0.02,0.04,0.038,0.062,0.138,0.166,0.144,0.206,0.184,0.234,1.22,0.152
-0.00212,0.016,,0.018,0.016,0.018,0.016,0.018,0.018,0.018,0.04,0.036,0.058,0.134,0.162,0.142,0.202,0.18,0.234,1.18,0.15
-0.00208,0.014,,0.016,0.016,0.018,0.018,0.016,0.02,0.02,0.034,0.036,0.056,0.132,0.158,0.138,0.202,0.18,0.232,1.22,0.15
-0.00204,0.016,,0.016,0.018,0.018,0.018,0.016,0.02,0.02,0.034,0.034,0.052,0.126,0.158,0.138,0.2,0.178,0.23,1.18,0.15
-0.002,0.016,,0.018,0.016,0.018,0.016,0.018,0.018,0.02,0.03,0.034,0.05,0.122,0.154,0.132,0.198,0.174,0.23,1.18,0.152
-0.00196,0.016,,0.016,0.018,0.016,0.018,0.018,0.018,0.018,0.03,0.03,0.046,0.12,0.152,0.128,0.194,0.174,0.228,1.16,0.152
-0.00192,0.014,,0.018,0.016,0.02,0.016,0.016,0.02,0.018,0.03,0.03,0.046,0.116,0.146,0.126,0.192,0.172,0.226,1.18,0.15
-0.00188,0.016,,0.016,0.016,0.018,0.018,0.018,0.018,0.02,0.028,0.028,0.044,0.112,0.142,0.124,0.19,0.168,0.224,1.16,0.15
-0.00184,0.016,,0.016,0.016,0.018,0.016,0.018,0.018,0.018,0.028,0.028,0.04,0.11,0.14,0.118,0.188,0.166,0.224,1.16,0.15
-0.0018,0.014,,0.016,0.016,0.018,0.016,0.02,0.02,0.018,0.026,0.028,0.04,0.106,0.138,0.118,0.186,0.162,0.222,1.16,0.152
-0.00176,0.014,,0.018,0.016,0.018,0.018,0.016,0.016,0.018,0.024,0.026,0.038,0.102,0.134,0.114,0.184,0.16,0.22,1.14,0.152
-0.00172,0.018,,0.016,0.016,0.018,0.018,0.018,0.016,0.018,0.024,0.024,0.036,0.1,0.13,0.11,0.182,0.158,0.22,1.16,0.15
-0.00168,0.018,,0.018,0.018,0.018,0.016,0.018,0.018,0.018,0.024,0.024,0.034,0.096,0.126,0.108,0.178,0.154,0.218,1.12,0.15
-0.00164,0.016,,0.016,0.016,0.018,0.018,0.016,0.018,0.018,0.022,0.022,0.032,0.094,0.122,0.104,0.178,0.152,0.216,1.12,0.15
-0.0016,0.016,,0.018,0.016,0.018,0.02,0.018,0.02,0.018,0.022,0.022,0.032,0.088,0.118,0.1,0.176,0.152,0.214,1.08,0.15
-0.00156,0.016,,0.016,0.016,0.018,0.018,0.018,0.016,0.02,0.02,0.024,0.032,0.086,0.116,0.098,0.172,0.146,0.214,1.12,0.15
-0.00152,0.016,,0.016,0.018,0.018,0.016,0.016,0.018,0.018,0.02,0.022,0.03,0.084,0.114,0.096,0.172,0.146,0.21,1.1,0.152
-0.00148,0.016,,0.018,0.018,0.016,0.016,0.016,0.018,0.018,0.02,0.02,0.028,0.082,0.11,0.09,0.168,0.144,0.21,1.1,0.15
-0.00144,0.018,,0.016,0.016,0.016,0.018,0.02,0.018,0.016,0.02,0.02,0.028,0.078,0.108,0.088,0.164,0.14,0.208,1.08,0.15
-0.0014,0.016,,0.018,0.016,0.018,0.02,0.02,0.018,0.016,0.02,0.02,0.026,0.074,0.104,0.084,0.162,0.138,0.206,1.08,0.152
-0.00136,0.018,,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.022,0.022,0.026,0.07,0.1,0.084,0.16,0.136,0.204,1.06,0.152
-0.00132,0.014,,0.016,0.016,0.02,0.02,0.018,0.02,0.02,0.02,0.02,0.026,0.07,0.096,0.08,0.156,0.134,0.202,1.06,0.15
-0.00128,0.018,,0.016,0.016,0.018,0.018,0.02,0.018,0.018,0.018,0.018,0.024,0.064,0.094,0.078,0.154,0.128,0.2,1.08,0.152
-0.00124,0.016,,0.016,0.016,0.016,0.02,0.018,0.02,0.016,0.018,0.02,0.026,0.062,0.09,0.078,0.15,0.126,0.198,1.04,0.152
-0.0012,0.016,,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.018,0.022,0.06,0.088,0.072,0.15,0.124,0.196,1.04,0.152
-0.00116,0.016,,0.018,0.018,0.018,0.02,0.018,0.02,0.018,0.02,0.018,0.024,0.058,0.086,0.072,0.148,0.124,0.196,1.02,0.15
-0.00112,0.018,,0.016,0.016,0.02,0.02,0.02,0.018,0.018,0.02,0.018,0.022,0.056,0.08,0.068,0.14,0.12,0.194,1.02,0.15
-0.00108,0.016,,0.016,0.016,0.018,0.016,0.02,0.018,0.018,0.018,0.016,0.022,0.052,0.08,0.064,0.138,0.12,0.19,1.02,0.15
-0.00104,0.016,,0.014,0.016,0.014,0.02,0.018,0.018,0.02,0.018,0.016,0.022,0.05,0.078,0.064,0.138,0.116,0.19,1,0.15
-0.001,0.016,,0.016,0.016,0.016,0.02,0.02,0.016,0.016,0.018,0.02,0.02,0.05,0.074,0.062,0.136,0.114,0.188,1,0.152
-0.00096,0.018,,0.016,0.018,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.022,0.048,0.072,0.06,0.132,0.114,0.184,1,0.152
-0.00092,0.018,,0.016,0.018,0.02,0.02,0.016,0.016,0.018,0.016,0.018,0.022,0.046,0.07,0.058,0.128,0.112,0.182,0.98,0.152
-0.00088,0.016,,0.018,0.018,0.018,0.018,0.02,0.02,0.018,0.016,0.018,0.02,0.044,0.068,0.056,0.126,0.11,0.18,0.98,0.152
-0.00084,0.016,,0.018,0.016,0.016,0.016,0.018,0.016,0.018,0.016,0.018,0.02,0.042,0.066,0.054,0.124,0.108,0.178,0.96,0.152
-0.0008,0.016,,0.016,0.016,0.016,0.02,0.02,0.016,0.016,0.016,0.018,0.018,0.04,0.064,0.052,0.12,0.102,0.176,0.94,0.15
-0.00076,0.016,,0.016,0.018,0.018,0.02,0.018,0.016,0.016,0.018,0.018,0.02,0.038,0.06,0.05,0.118,0.102,0.174,0.94,0.15
-0.00072,0.016,,0.016,0.016,0.016,0.02,0.02,0.018,0.018,0.016,0.018,0.02,0.036,0.056,0.048,0.116,0.1,0.17,0.94,0.15
-0.00068,0.016,,0.016,0.014,0.016,0.02,0.018,0.018,0.016,0.018,0.018,0.02,0.036,0.056,0.048,0.112,0.1,0.17,0.92,0.152
-0.00064,0.018,,0.016,0.016,0.016,0.016,0.02,0.018,0.016,0.018,0.018,0.02,0.034,0.056,0.044,0.108,0.098,0.168,0.92,0.15
-0.0006,0.016,,0.016,0.018,0.018,0.016,0.016,0.016,0.018,0.018,0.02,0.02,0.034,0.05,0.042,0.108,0.094,0.168,0.9,0.148
-0.00056,0.016,,0.016,0.016,0.018,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.034,0.05,0.042,0.104,0.09,0.164,0.9,0.152
-0.00052,0.018,,0.014,0.016,0.018,0.02,0.018,0.018,0.02,0.018,0.018,0.018,0.032,0.048,0.04,0.102,0.088,0.162,0.86,0.15
-0.00048,0.016,,0.016,0.016,0.016,0.016,0.018,0.02,0.018,0.018,0.016,0.018,0.03,0.046,0.04,0.1,0.088,0.158,0.88,0.152
-0.00044,0.016,,0.016,0.016,0.018,0.02,0.018,0.018,0.016,0.018,0.018,0.018,0.03,0.044,0.038,0.098,0.088,0.156,0.86,0.15
-0.0004,0.016,,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.028,0.042,0.038,0.094,0.084,0.156,0.86,0.152
-0.00036,0.016,,0.016,0.016,0.016,0.02,0.018,0.018,0.02,0.018,0.018,0.018,0.028,0.042,0.036,0.092,0.082,0.15,0.84,0.152
-0.00032,0.016,,0.016,0.016,0.018,0.018,0.016,0.016,0.016,0.016,0.02,0.02,0.026,0.042,0.034,0.09,0.084,0.152,0.84,0.15
-0.00028,0.016,,0.016,0.016,0.016,0.018,0.018,0.016,0.018,0.016,0.016,0.018,0.026,0.04,0.034,0.088,0.078,0.15,0.8,0.15
-0.00024,0.018,,0.016,0.016,0.02,0.016,0.016,0.016,0.016,0.018,0.016,0.018,0.026,0.038,0.034,0.086,0.078,0.144,0.84,0.152
-0.0002,0.016,,0.016,0.016,0.018,0.016,0.02,0.016,0.016,0.018,0.018,0.018,0.024,0.038,0.034,0.082,0.078,0.144,0.8,0.15
-0.00016,0.016,,0.016,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.018,0.016,0.024,0.036,0.032,0.082,0.078,0.142,0.8,0.15
-0.00012,0.016,,0.014,0.016,0.016,0.016,0.016,0.018,0.02,0.018,0.018,0.02,0.024,0.038,0.032,0.078,0.076,0.14,0.8,0.15
-0.00008,0.016,,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016,0.018,0.024,0.034,0.03,0.078,0.074,0.138,0.78,0.15
-0.00004,0.016,,0.016,0.016,0.018,0.018,0.016,0.02,0.018,0.016,0.02,0.02,0.024,0.036,0.03,0.072,0.072,0.136,0.76,0.15
0,0.016,,0.016,0.016,0.018,0.02,0.016,0.018,0.02,0.02,0.016,0.018,0.022,0.032,0.03,0.072,0.07,0.134,0.76,0.15
00.000040000000,0.018,,0.016,0.016,0.016,0.016,0.018,0.02,0.016,0.02,0.018,0.018,0.024,0.032,0.028,0.07,0.07,0.132,0.76,0.15
00.000080000000,0.016,,0.014,0.016,0.018,0.02,0.02,0.018,0.018,0.018,0.016,0.02,0.024,0.03,0.03,0.068,0.068,0.13,0.74,0.148
00.000120000000,0.016,,0.016,0.016,0.02,0.016,0.018,0.016,0.018,0.016,0.018,0.018,0.024,0.03,0.028,0.066,0.068,0.126,0.74,0.15
00.000160000000,0.016,,0.016,0.018,0.018,0.018,0.02,0.018,0.018,0.02,0.02,0.018,0.02,0.03,0.028,0.066,0.066,0.126,0.72,0.152
00.000200000000,0.018,,0.018,0.018,0.02,0.018,0.014,0.02,0.018,0.02,0.018,0.018,0.022,0.03,0.028,0.064,0.066,0.124,0.7,0.15
00.000240000000,0.016,,0.016,0.016,0.018,0.018,0.02,0.018,0.018,0.018,0.018,0.02,0.022,0.03,0.026,0.06,0.064,0.124,0.7,0.15
00.000280000000,0.018,,0.014,0.018,0.02,0.018,0.018,0.018,0.018,0.018,0.016,0.018,0.022,0.028,0.026,0.062,0.062,0.12,0.7,0.152
00.000320000000,0.018,,0.016,0.016,0.018,0.018,0.016,0.02,0.02,0.018,0.018,0.016,0.022,0.028,0.026,0.06,0.062,0.12,0.68,0.15
00.000360000000,0.016,,0.016,0.02,0.02,0.016,0.02,0.016,0.018,0.018,0.018,0.018,0.022,0.028,0.026,0.058,0.062,0.118,0.66,0.15
00.000400000000,0.018,,0.018,0.018,0.018,0.018,0.016,0.018,0.018,0.018,0.02,0.016,0.02,0.026,0.026,0.058,0.062,0.116,0.66,0.15
00.000440000000,0.016,,0.016,0.016,0.02,0.016,0.018,0.02,0.016,0.018,0.018,0.016,0.022,0.026,0.024,0.056,0.06,0.114,0.64,0.15
00.000480000000,0.014,,0.016,0.018,0.018,0.02,0.02,0.016,0.018,0.016,0.02,0.018,0.02,0.026,0.024,0.054,0.058,0.114,0.62,0.152
00.000520000000,0.018,,0.016,0.016,0.018,0.018,0.018,0.016,0.02,0.018,0.018,0.018,0.02,0.026,0.026,0.054,0.06,0.112,0.64,0.152
00.000560000000,0.016,,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.016,0.018,0.02,0.02,0.024,0.024,0.052,0.058,0.112,0.64,0.15
00.000600000000,0.016,,0.016,0.018,0.016,0.018,0.018,0.018,0.016,0.018,0.018,0.016,0.02,0.024,0.024,0.05,0.058,0.108,0.62,0.152
00.000640000000,0.014,,0.016,0.016,0.018,0.02,0.018,0.018,0.018,0.018,0.018,0.016,0.018,0.024,0.024,0.048,0.058,0.106,0.62,0.15
00.000680000000,0.016,,0.016,0.014,0.018,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.024,0.024,0.048,0.058,0.106,0.6,0.148
00.000720000000,0.016,,0.016,0.016,0.016,0.02,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.024,0.022,0.046,0.056,0.104,0.58,0.15
00.000760000000,0.016,,0.016,0.016,0.018,0.018,0.018,0.02,0.016,0.018,0.018,0.018,0.02,0.024,0.026,0.046,0.056,0.1,0.56,0.15
00.000800000000,0.016,,0.014,0.018,0.018,0.018,0.016,0.018,0.018,0.02,0.018,0.018,0.02,0.024,0.022,0.044,0.056,0.102,0.58,0.15
00.000840000000,0.016,,0.016,0.018,0.02,0.02,0.016,0.018,0.018,0.018,0.016,0.018,0.018,0.024,0.024,0.046,0.056,0.1,0.56,0.15
00.000880000000,0.016,,0.018,0.016,0.018,0.016,0.018,0.016,0.016,0.02,0.02,0.016,0.02,0.024,0.024,0.042,0.056,0.098,0.56,0.15
00.000920000000,0.016,,0.016,0.018,0.018,0.018,0.02,0.016,0.018,0.018,0.02,0.02,0.018,0.022,0.024,0.044,0.054,0.098,0.58,0.15
00.000960000000,0.016,,0.014,0.018,0.02,0.018,0.02,0.018,0.018,0.018,0.02,0.018,0.02,0.024,0.022,0.042,0.054,0.098,0.56,0.148
00.001000000000,0.016,,0.018,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.024,0.022,0.042,0.054,0.098,0.54,0.148
00.001040000000,0.016,,0.016,0.016,0.02,0.018,0.018,0.018,0.016,0.016,0.016,0.016,0.02,0.022,0.022,0.04,0.056,0.094,0.54,0.152
00.001080000000,0.016,,0.018,0.016,0.016,0.018,0.02,0.018,0.018,0.02,0.02,0.018,0.018,0.022,0.022,0.04,0.054,0.094,0.56,0.15
00.001120000000,0.016,,0.016,0.018,0.018,0.02,0.018,0.016,0.018,0.018,0.016,0.02,0.018,0.022,0.022,0.038,0.056,0.094,0.54,0.15
00.001160000000,0.016,,0.016,0.016,0.018,0.016,0.016,0.018,0.02,0.016,0.018,0.016,0.018,0.024,0.024,0.038,0.054,0.092,0.54,0.148
00.001200000000,0.016,,0.016,0.018,0.018,0.018,0.018,0.016,0.016,0.02,0.016,0.02,0.02,0.022,0.022,0.036,0.054,0.092,0.54,0.15
00.001240000000,0.016,,0.018,0.016,0.016,0.02,0.018,0.018,0.018,0.018,0.018,0.016,0.018,0.022,0.022,0.038,0.054,0.09,0.54,0.15
00.001280000000,0.018,,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.016,0.016,0.02,0.022,0.022,0.022,0.038,0.054,0.09,0.56,0.15
00.001320000000,0.018,,0.016,0.018,0.016,0.016,0.018,0.018,0.016,0.018,0.018,0.018,0.018,0.022,0.02,0.036,0.056,0.09,0.54,0.15
00.001360000000,0.016,,0.016,0.016,0.02,0.016,0.016,0.018,0.018,0.016,0.016,0.018,0.018,0.022,0.022,0.036,0.052,0.088,0.54,0.15
00.001400000000,0.018,,0.016,0.016,0.018,0.016,0.018,0.016,0.018,0.02,0.016,0.018,0.02,0.024,0.022,0.036,0.056,0.086,0.52,0.15
00.001440000000,0.016,,0.016,0.016,0.018,0.02,0.018,0.018,0.016,0.018,0.018,0.016,0.02,0.022,0.022,0.034,0.054,0.086,0.54,0.15
00.001480000000,0.016,,0.014,0.016,0.018,0.018,0.018,0.02,0.02,0.02,0.018,0.018,0.018,0.022,0.022,0.034,0.056,0.086,0.56,0.148
00.001520000000,0.016,,0.014,0.016,0.018,0.018,0.018,0.018,0.016,0.018,0.018,0.016,0.02,0.022,0.022,0.034,0.056,0.088,0.56,0.15
00.001560000000,0.016,,0.018,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.018,0.02,0.022,0.036,0.056,0.088,0.58,0.148
00.001600000000,0.016,,0.018,0.016,0.02,0.018,0.02,0.02,0.02,0.018,0.016,0.016,0.018,0.02,0.022,0.034,0.056,0.086,0.6,0.15
00.001640000000,0.016,,0.016,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016,0.016,0.018,0.022,0.022,0.034,0.056,0.086,0.62,0.15
00.001680000000,0.016,,0.018,0.016,0.018,0.018,0.018,0.016,0.016,0.02,0.02,0.018,0.018,0.02,0.022,0.034,0.054,0.084,0.66,0.15
00.001720000000,0.016,,0.016,0.018,0.018,0.018,0.018,0.018,0.016,0.018,0.016,0.016,0.02,0.022,0.024,0.034,0.056,0.086,0.68,0.15
00.001760000000,0.016,,0.016,0.018,0.02,0.02,0.016,0.018,0.018,0.018,0.018,0.016,0.02,0.022,0.022,0.032,0.058,0.084,0.72,0.15
00.001800000000,0.016,,0.016,0.016,0.016,0.018,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.022,0.022,0.032,0.058,0.084,0.72,0.15
00.001840000000,0.016,,0.016,0.018,0.018,0.016,0.02,0.016,0.018,0.018,0.018,0.018,0.016,0.022,0.022,0.034,0.058,0.082,0.7,0.15
00.001880000000,0.016,,0.018,0.016,0.02,0.016,0.016,0.018,0.018,0.018,0.018,0.018,0.02,0.022,0.022,0.034,0.058,0.084,0.72,0.15
00.001920000000,0.016,,0.018,0.016,0.016,0.018,0.018,0.018,0.02,0.018,0.02,0.018,0.016,0.024,0.024,0.034,0.058,0.082,0.74,0.148
00.001960000000,0.016,,0.016,0.018,0.016,0.018,0.02,0.016,0.018,0.018,0.018,0.018,0.018,0.022,0.02,0.036,0.058,0.082,0.76,0.148
00.002000000000,0.016,,0.016,0.016,0.016,0.018,0.016,0.018,0.016,0.018,0.018,0.018,0.018,0.024,0.022,0.032,0.06,0.082,0.76,0.152
00.002040000000,0.016,,0.016,0.016,0.018,0.02,0.018,0.02,0.016,0.018,0.018,0.018,0.018,0.022,0.022,0.034,0.06,0.084,0.76,0.15
00.002080000000,0.016,,0.016,0.016,0.018,0.018,0.016,0.018,0.018,0.02,0.018,0.016,0.018,0.02,0.022,0.034,0.06,0.082,0.76,0.15
00.002120000000,0.016,,0.018,0.016,0.018,0.016,0.018,0.018,0.02,0.014,0.016,0.018,0.018,0.024,0.022,0.034,0.062,0.084,0.72,0.148
00.002160000000,0.018,,0.016,0.016,0.02,0.016,0.018,0.018,0.016,0.016,0.016,0.018,0.018,0.024,0.024,0.032,0.062,0.082,0.74,0.148
00.002200000000,0.016,,0.016,0.016,0.018,0.02,0.018,0.018,0.016,0.016,0.018,0.02,0.016,0.024,0.024,0.034,0.064,0.084,0.74,0.148
