TIME,OFFSET,T_SET120,T_SET115,T_SET110,T_SET105,T_SET100,T_SET95,T_SET90,T_SET86,T_SET75,T_SET70,T_SET65,T_SET60,T_SET55,T_SET50,T_SET45,T_SET40,T_SET35,ESPECTROSCOPIA,S_NORM
-0.051,0.016,,0.212,0.216,0.282,0.266,0.272,0.288,0.272,0.292,0.272,0.278,0.274,0.284,0.278,0.276,0.274,0.284,1.74,0.142
-0.05096,0.016,,0.214,0.214,0.282,0.266,0.274,0.286,0.27,0.292,0.274,0.28,0.276,0.282,0.28,0.278,0.274,0.282,1.78,0.142
-0.05092,0.018,,0.212,0.218,0.284,0.266,0.274,0.288,0.274,0.294,0.272,0.282,0.274,0.282,0.282,0.278,0.274,0.284,1.76,0.142
-0.05088,0.018,,0.212,0.216,0.282,0.268,0.274,0.288,0.272,0.292,0.272,0.278,0.274,0.282,0.28,0.278,0.274,0.282,1.78,0.144
-0.05084,0.016,,0.212,0.216,0.282,0.266,0.272,0.286,0.27,0.292,0.272,0.28,0.274,0.284,0.28,0.28,0.274,0.282,1.78,0.144
-0.0508,0.016,,0.212,0.214,0.282,0.264,0.272,0.286,0.272,0.292,0.274,0.282,0.274,0.284,0.28,0.276,0.274,0.284,1.76,0.142
-0.05076,0.016,,0.212,0.214,0.282,0.268,0.272,0.286,0.272,0.292,0.272,0.282,0.274,0.284,0.278,0.276,0.274,0.282,1.76,0.142
-0.05072,0.016,,0.214,0.216,0.282,0.268,0.272,0.288,0.272,0.292,0.272,0.28,0.272,0.284,0.278,0.278,0.274,0.282,1.76,0.144
-0.05068,0.016,,0.214,0.216,0.282,0.266,0.272,0.288,0.272,0.294,0.272,0.282,0.274,0.284,0.28,0.276,0.274,0.282,1.78,0.144
-0.05064,0.016,,0.214,0.216,0.284,0.266,0.272,0.286,0.272,0.292,0.272,0.28,0.272,0.282,0.282,0.278,0.274,0.282,1.78,0.142
-0.0506,0.018,,0.212,0.214,0.282,0.266,0.274,0.288,0.272,0.292,0.274,0.282,0.274,0.282,0.28,0.276,0.274,0.282,1.78,0.144
-0.05056,0.016,,0.214,0.218,0.282,0.266,0.272,0.288,0.27,0.292,0.274,0.28,0.274,0.282,0.28,0.278,0.274,0.284,1.78,0.144
-0.05052,0.018,,0.212,0.216,0.282,0.266,0.272,0.286,0.27,0.292,0.27,0.28,0.274,0.284,0.282,0.278,0.274,0.282,1.78,0.142
-0.05048,0.016,,0.212,0.216,0.282,0.264,0.274,0.286,0.272,0.292,0.272,0.28,0.274,0.284,0.28,0.276,0.274,0.284,1.78,0.144
-0.05044,0.016,,0.214,0.214,0.282,0.266,0.272,0.288,0.272,0.292,0.272,0.278,0.274,0.284,0.28,0.276,0.274,0.284,1.78,0.142
-0.0504,0.014,,0.212,0.214,0.282,0.266,0.272,0.288,0.27,0.29,0.274,0.282,0.274,0.282,0.278,0.276,0.274,0.282,1.76,0.144
-0.05036,0.018,,0.212,0.214,0.282,0.268,0.272,0.286,0.274,0.292,0.274,0.278,0.274,0.282,0.28,0.278,0.276,0.282,1.78,0.142
-0.05032,0.016,,0.214,0.214,0.282,0.264,0.272,0.288,0.272,0.292,0.274,0.28,0.272,0.284,0.28,0.276,0.272,0.286,1.76,0.142
-0.05028,0.016,,0.212,0.214,0.282,0.268,0.272,0.288,0.274,0.292,0.272,0.28,0.274,0.284,0.278,0.276,0.274,0.282,1.76,0.142
-0.05024,0.016,,0.212,0.216,0.282,0.266,0.272,0.286,0.272,0.292,0.272,0.28,0.274,0.284,0.28,0.278,0.274,0.282,1.78,0.144
-0.0502,0.018,,0.212,0.216,0.282,0.268,0.274,0.286,0.272,0.292,0.272,0.282,0.274,0.282,0.28,0.276,0.272,0.282,1.78,0.142
-0.05016,0.016,,0.21,0.216,0.282,0.266,0.272,0.286,0.272,0.292,0.272,0.278,0.274,0.282,0.278,0.276,0.276,0.282,1.78,0.144
-0.05012,0.016,,0.212,0.214,0.282,0.264,0.272,0.286,0.274,0.292,0.272,0.278,0.274,0.284,0.278,0.276,0.272,0.282,1.76,0.142
-0.05008,0.016,,0.212,0.214,0.282,0.266,0.27,0.288,0.27,0.294,0.272,0.282,0.274,0.284,0.28,0.276,0.274,0.284,1.76,0.142
-0.05004,0.016,,0.214,0.214,0.282,0.266,0.272,0.286,0.272,0.292,0.274,0.282,0.274,0.284,0.278,0.276,0.274,0.282,1.78,0.142
-0.05,0.016,,0.212,0.214,0.28,0.266,0.272,0.286,0.272,0.29,0.27,0.28,0.274,0.282,0.28,0.276,0.274,0.282,1.76,0.142
-0.04996,0.016,,0.212,0.214,0.282,0.266,0.274,0.284,0.272,0.292,0.27,0.28,0.27,0.284,0.278,0.276,0.274,0.282,1.78,0.142
-0.04992,0.016,,0.212,0.214,0.282,0.264,0.272,0.286,0.272,0.292,0.272,0.28,0.272,0.282,0.278,0.276,0.274,0.282,1.74,0.142
-0.04988,0.016,,0.212,0.214,0.282,0.266,0.272,0.288,0.272,0.292,0.274,0.28,0.274,0.282,0.278,0.276,0.274,0.282,1.76,0.144
-0.04984,0.014,,0.21,0.214,0.282,0.266,0.272,0.286,0.272,0.292,0.272,0.28,0.272,0.284,0.278,0.276,0.274,0.282,1.78,0.144
-0.0498,0.016,,0.212,0.214,0.282,0.266,0.272,0.286,0.272,0.292,0.272,0.282,0.272,0.282,0.278,0.276,0.274,0.282,1.76,0.144
-0.04976,0.018,,0.214,0.214,0.282,0.266,0.272,0.286,0.272,0.29,0.272,0.28,0.274,0.282,0.278,0.276,0.274,0.282,1.76,0.142
-0.04972,0.014,,0.212,0.216,0.28,0.266,0.27,0.284,0.272,0.292,0.272,0.278,0.272,0.282,0.28,0.276,0.274,0.282,1.76,0.144
-0.04968,0.018,,0.212,0.214,0.282,0.266,0.272,0.286,0.27,0.29,0.274,0.278,0.272,0.282,0.278,0.276,0.27,0.282,1.76,0.142
-0.04964,0.016,,0.212,0.214,0.282,0.268,0.272,0.286,0.272,0.29,0.272,0.278,0.274,0.284,0.278,0.276,0.274,0.282,1.76,0.144
-0.0496,0.016,,0.212,0.214,0.28,0.266,0.272,0.286,0.272,0.292,0.272,0.28,0.274,0.282,0.278,0.276,0.274,0.282,1.76,0.144
-0.04956,0.018,,0.21,0.214,0.282,0.264,0.272,0.286,0.27,0.292,0.27,0.28,0.274,0.282,0.278,0.276,0.274,0.282,1.78,0.144
-0.04952,0.016,,0.212,0.216,0.282,0.264,0.272,0.288,0.272,0.29,0.272,0.28,0.272,0.284,0.278,0.276,0.272,0.282,1.78,0.142
-0.04948,0.014,,0.21,0.214,0.282,0.266,0.272,0.284,0.272,0.292,0.27,0.278,0.272,0.282,0.278,0.278,0.274,0.282,1.76,0.142
-0.04944,0.016,,0.212,0.214,0.282,0.266,0.27,0.286,0.27,0.292,0.274,0.28,0.274,0.284,0.28,0.276,0.272,0.282,1.76,0.142
-0.0494,0.016,,0.212,0.214,0.282,0.266,0.272,0.288,0.27,0.294,0.272,0.28,0.272,0.282,0.278,0.276,0.272,0.282,1.78,0.144
-0.04936,0.016,,0.212,0.214,0.282,0.264,0.272,0.286,0.272,0.292,0.272,0.28,0.272,0.282,0.278,0.276,0.274,0.282,1.76,0.142
-0.04932,0.016,,0.212,0.214,0.282,0.266,0.272,0.284,0.272,0.292,0.272,0.28,0.274,0.282,0.28,0.276,0.274,0.282,1.78,0.144
-0.04928,0.016,,0.214,0.214,0.282,0.266,0.272,0.284,0.27,0.29,0.272,0.28,0.274,0.282,0.28,0.278,0.276,0.282,1.76,0.142
-0.04924,0.018,,0.212,0.216,0.282,0.266,0.27,0.286,0.272,0.292,0.27,0.28,0.272,0.282,0.278,0.278,0.272,0.282,1.76,0.142
-0.0492,0.016,,0.212,0.214,0.282,0.264,0.272,0.286,0.272,0.29,0.272,0.278,0.272,0.282,0.28,0.276,0.274,0.282,1.76,0.142
-0.04916,0.018,,0.212,0.214,0.282,0.264,0.272,0.284,0.27,0.292,0.27,0.278,0.274,0.282,0.278,0.276,0.274,0.282,1.76,0.14
-0.04912,0.016,,0.212,0.216,0.28,0.264,0.27,0.286,0.27,0.29,0.272,0.28,0.274,0.282,0.28,0.276,0.274,0.282,1.76,0.144
-0.04908,0.016,,0.212,0.214,0.28,0.266,0.27,0.286,0.272,0.29,0.272,0.278,0.272,0.282,0.278,0.276,0.272,0.282,1.76,0.142
-0.04904,0.016,,0.21,0.216,0.28,0.264,0.27,0.284,0.27,0.29,0.272,0.28,0.274,0.282,0.278,0.276,0.272,0.282,1.76,0.142
-0.049,0.016,,0.212,0.214,0.278,0.264,0.27,0.286,0.27,0.29,0.272,0.278,0.274,0.282,0.278,0.276,0.274,0.282,1.76,0.142
-0.04896,0.016,,0.21,0.212,0.282,0.266,0.272,0.286,0.27,0.29,0.272,0.282,0.274,0.282,0.28,0.276,0.274,0.282,1.76,0.144
-0.04892,0.016,,0.21,0.212,0.282,0.266,0.272,0.286,0.27,0.29,0.27,0.278,0.274,0.282,0.278,0.276,0.274,0.282,1.76,0.144
-0.04888,0.016,,0.212,0.212,0.278,0.266,0.272,0.286,0.27,0.29,0.272,0.282,0.274,0.284,0.278,0.276,0.274,0.282,1.76,0.142
-0.04884,0.016,,0.212,0.212,0.28,0.264,0.27,0.286,0.272,0.29,0.272,0.278,0.274,0.282,0.278,0.276,0.272,0.282,1.74,0.142
-0.0488,0.016,,0.21,0.214,0.282,0.264,0.27,0.286,0.27,0.29,0.272,0.278,0.272,0.282,0.278,0.276,0.272,0.282,1.76,0.142
-0.04876,0.018,,0.212,0.212,0.282,0.264,0.27,0.284,0.272,0.29,0.27,0.278,0.272,0.284,0.276,0.276,0.274,0.282,1.76,0.142
-0.04872,0.016,,0.212,0.214,0.282,0.264,0.27,0.286,0.272,0.29,0.27,0.278,0.272,0.282,0.28,0.276,0.274,0.28,1.76,0.142
-0.04868,0.016,,0.21,0.212,0.28,0.264,0.27,0.286,0.274,0.29,0.272,0.278,0.274,0.284,0.278,0.274,0.274,0.284,1.76,0.142
-0.04864,0.016,,0.212,0.214,0.28,0.264,0.27,0.284,0.27,0.29,0.27,0.278,0.272,0.282,0.278,0.276,0.274,0.278,1.76,0.144
-0.0486,0.016,,0.21,0.214,0.28,0.266,0.272,0.284,0.27,0.29,0.272,0.28,0.272,0.282,0.278,0.276,0.272,0.282,1.76,0.144
-0.04856,0.016,,0.212,0.214,0.28,0.264,0.272,0.286,0.268,0.29,0.272,0.276,0.272,0.282,0.276,0.276,0.272,0.28,1.76,0.14
-0.04852,0.016,,0.21,0.212,0.28,0.266,0.272,0.284,0.27,0.292,0.272,0.28,0.272,0.282,0.28,0.276,0.274,0.282,1.76,0.142
-0.04848,0.016,,0.21,0.214,0.28,0.266,0.27,0.284,0.27,0.29,0.272,0.278,0.274,0.282,0.278,0.276,0.274,0.282,1.74,0.14
-0.04844,0.014,,0.21,0.212,0.282,0.262,0.27,0.286,0.27,0.29,0.27,0.278,0.272,0.282,0.278,0.274,0.274,0.282,1.74,0.142
-0.0484,0.016,,0.212,0.214,0.28,0.264,0.27,0.284,0.27,0.288,0.272,0.278,0.272,0.284,0.278,0.276,0.274,0.282,1.76,0.142
-0.04836,0.016,,0.208,0.214,0.28,0.266,0.27,0.286,0.268,0.29,0.27,0.278,0.274,0.282,0.278,0.274,0.274,0.282,1.74,0.142
-0.04832,0.016,,0.21,0.214,0.28,0.266,0.27,0.284,0.27,0.29,0.272,0.278,0.272,0.282,0.278,0.276,0.274,0.28,1.74,0.14
-0.04828,0.016,,0.21,0.212,0.278,0.264,0.27,0.284,0.27,0.288,0.27,0.278,0.274,0.282,0.276,0.276,0.274,0.282,1.76,0.142
-0.04824,0.016,,0.21,0.214,0.282,0.266,0.27,0.286,0.27,0.29,0.27,0.278,0.272,0.282,0.278,0.276,0.274,0.282,1.74,0.144
-0.0482,0.016,,0.21,0.212,0.28,0.264,0.27,0.284,0.27,0.292,0.27,0.278,0.272,0.282,0.278,0.274,0.274,0.282,1.74,0.142
-0.04816,0.016,,0.21,0.212,0.28,0.262,0.27,0.284,0.268,0.29,0.27,0.278,0.272,0.282,0.278,0.276,0.274,0.282,1.76,0.142
-0.04812,0.014,,0.21,0.212,0.282,0.266,0.27,0.284,0.27,0.29,0.272,0.276,0.27,0.282,0.28,0.276,0.272,0.282,1.76,0.14
-0.04808,0.016,,0.21,0.214,0.282,0.264,0.27,0.286,0.27,0.29,0.272,0.278,0.272,0.282,0.276,0.276,0.274,0.282,1.74,0.142
-0.04804,0.016,,0.21,0.214,0.28,0.264,0.27,0.288,0.27,0.292,0.272,0.278,0.272,0.282,0.278,0.274,0.272,0.28,1.74,0.142
-0.048,0.014,,0.21,0.212,0.278,0.264,0.27,0.282,0.27,0.29,0.272,0.278,0.272,0.282,0.278,0.274,0.272,0.28,1.74,0.142
-0.04796,0.016,,0.212,0.214,0.278,0.264,0.27,0.286,0.27,0.29,0.272,0.278,0.272,0.282,0.276,0.274,0.274,0.28,1.74,0.142
-0.04792,0.018,,0.208,0.212,0.28,0.262,0.268,0.286,0.27,0.29,0.27,0.278,0.272,0.282,0.278,0.274,0.274,0.282,1.74,0.142
-0.04788,0.018,,0.21,0.214,0.28,0.264,0.272,0.284,0.27,0.29,0.272,0.278,0.274,0.282,0.278,0.276,0.274,0.28,1.74,0.144
-0.04784,0.018,,0.21,0.214,0.28,0.264,0.27,0.284,0.27,0.29,0.272,0.278,0.272,0.284,0.278,0.274,0.272,0.282,1.74,0.142
-0.0478,0.016,,0.21,0.214,0.28,0.264,0.272,0.286,0.268,0.288,0.27,0.278,0.272,0.282,0.278,0.276,0.272,0.282,1.74,0.142
-0.04776,0.018,,0.21,0.212,0.28,0.264,0.27,0.284,0.27,0.29,0.272,0.278,0.272,0.282,0.278,0.274,0.272,0.28,1.74,0.142
-0.04772,0.016,,0.208,0.214,0.28,0.264,0.27,0.284,0.27,0.29,0.27,0.276,0.272,0.282,0.278,0.276,0.274,0.282,1.76,0.144
-0.04768,0.016,,0.21,0.212,0.28,0.264,0.27,0.284,0.27,0.29,0.27,0.276,0.274,0.282,0.276,0.276,0.272,0.282,1.74,0.142
-0.04764,0.016,,0.208,0.212,0.28,0.262,0.27,0.284,0.27,0.29,0.27,0.278,0.272,0.282,0.276,0.274,0.272,0.28,1.76,0.14
-0.0476,0.018,,0.21,0.212,0.278,0.264,0.268,0.284,0.27,0.29,0.272,0.278,0.272,0.282,0.276,0.272,0.272,0.28,1.74,0.142
-0.04756,0.016,,0.208,0.212,0.278,0.264,0.27,0.284,0.27,0.29,0.272,0.278,0.272,0.282,0.276,0.274,0.272,0.282,1.74,0.142
-0.04752,0.016,,0.21,0.212,0.278,0.264,0.27,0.286,0.27,0.29,0.27,0.276,0.272,0.28,0.28,0.276,0.274,0.282,1.74,0.142
-0.04748,0.016,,0.21,0.214,0.278,0.264,0.27,0.284,0.268,0.29,0.272,0.278,0.272,0.282,0.276,0.274,0.272,0.282,1.74,0.142
-0.04744,0.016,,0.21,0.212,0.278,0.264,0.27,0.284,0.27,0.29,0.272,0.278,0.272,0.282,0.278,0.274,0.274,0.28,1.76,0.142
-0.0474,0.016,,0.21,0.212,0.278,0.264,0.27,0.286,0.27,0.29,0.27,0.278,0.274,0.282,0.278,0.274,0.274,0.28,1.74,0.144
-0.04736,0.018,,0.21,0.212,0.28,0.264,0.268,0.284,0.268,0.29,0.272,0.278,0.272,0.282,0.278,0.274,0.274,0.282,1.74,0.142
-0.04732,0.016,,0.21,0.21,0.28,0.262,0.268,0.286,0.27,0.29,0.27,0.278,0.272,0.282,0.276,0.276,0.272,0.282,1.74,0.142
-0.04728,0.016,,0.21,0.21,0.278,0.264,0.268,0.284,0.27,0.29,0.27,0.278,0.272,0.28,0.278,0.274,0.274,0.28,1.74,0.14
-0.04724,0.016,,0.21,0.212,0.278,0.262,0.27,0.286,0.268,0.29,0.27,0.276,0.272,0.282,0.278,0.274,0.272,0.282,1.74,0.14
-0.0472,0.016,,0.21,0.21,0.278,0.264,0.27,0.284,0.27,0.288,0.27,0.276,0.27,0.282,0.278,0.274,0.272,0.282,1.76,0.142
-0.04716,0.016,,0.21,0.212,0.278,0.264,0.268,0.284,0.27,0.29,0.27,0.278,0.272,0.282,0.278,0.274,0.274,0.278,1.74,0.142
-0.04712,0.016,,0.21,0.214,0.28,0.264,0.27,0.284,0.27,0.29,0.27,0.276,0.272,0.282,0.278,0.274,0.272,0.282,1.74,0.142
-0.04708,0.016,,0.208,0.21,0.278,0.262,0.268,0.284,0.268,0.288,0.27,0.278,0.272,0.282,0.276,0.274,0.272,0.282,1.74,0.142
-0.04704,0.016,,0.21,0.21,0.278,0.262,0.27,0.284,0.27,0.29,0.27,0.276,0.272,0.282,0.278,0.274,0.272,0.282,1.74,0.142
-0.047,0.016,,0.21,0.21,0.278,0.264,0.27,0.284,0.27,0.288,0.27,0.278,0.27,0.282,0.278,0.274,0.272,0.282,1.74,0.142
-0.04696,0.016,,0.208,0.21,0.278,0.264,0.266,0.284,0.268,0.288,0.27,0.276,0.272,0.28,0.276,0.276,0.272,0.282,1.74,0.144
-0.04692,0.016,,0.208,0.21,0.278,0.264,0.268,0.282,0.268,0.29,0.268,0.276,0.272,0.282,0.278,0.274,0.272,0.28,1.72,0.142
-0.04688,0.018,,0.208,0.214,0.278,0.262,0.27,0.282,0.268,0.29,0.268,0.28,0.272,0.282,0.276,0.274,0.272,0.28,1.74,0.142
-0.04684,0.018,,0.208,0.212,0.278,0.262,0.27,0.282,0.27,0.288,0.27,0.276,0.272,0.282,0.278,0.276,0.274,0.28,1.74,0.142
-0.0468,0.014,,0.208,0.212,0.278,0.262,0.27,0.286,0.268,0.288,0.268,0.278,0.272,0.28,0.278,0.276,0.272,0.28,1.74,0.14
-0.04676,0.016,,0.208,0.21,0.276,0.262,0.268,0.282,0.27,0.288,0.27,0.278,0.272,0.282,0.276,0.274,0.272,0.278,1.72,0.142
-0.04672,0.016,,0.208,0.21,0.278,0.262,0.27,0.284,0.268,0.288,0.27,0.278,0.272,0.282,0.276,0.276,0.274,0.28,1.74,0.142
-0.04668,0.016,,0.21,0.21,0.278,0.262,0.268,0.284,0.27,0.288,0.27,0.276,0.272,0.28,0.278,0.274,0.272,0.282,1.74,0.14
-0.04664,0.016,,0.21,0.21,0.276,0.262,0.268,0.286,0.268,0.288,0.27,0.278,0.272,0.282,0.276,0.274,0.272,0.28,1.76,0.142
-0.0466,0.016,,0.206,0.212,0.278,0.264,0.27,0.282,0.268,0.288,0.272,0.276,0.272,0.282,0.276,0.276,0.272,0.28,1.72,0.14
-0.04656,0.016,,0.208,0.21,0.278,0.262,0.268,0.284,0.27,0.29,0.27,0.276,0.272,0.282,0.276,0.276,0.272,0.282,1.74,0.14
-0.04652,0.016,,0.208,0.212,0.278,0.262,0.268,0.282,0.268,0.288,0.27,0.276,0.272,0.282,0.276,0.274,0.272,0.282,1.74,0.142
-0.04648,0.014,,0.208,0.208,0.276,0.262,0.268,0.284,0.27,0.288,0.268,0.276,0.272,0.282,0.276,0.276,0.27,0.282,1.74,0.142
-0.04644,0.016,,0.21,0.21,0.276,0.264,0.268,0.284,0.268,0.288,0.27,0.276,0.272,0.282,0.276,0.274,0.272,0.282,1.74,0.142
-0.0464,0.016,,0.208,0.212,0.276,0.262,0.266,0.284,0.268,0.288,0.272,0.276,0.272,0.282,0.276,0.274,0.272,0.282,1.74,0.142
-0.04636,0.016,,0.208,0.212,0.276,0.26,0.268,0.282,0.268,0.288,0.27,0.278,0.272,0.282,0.278,0.274,0.272,0.282,1.72,0.142
-0.04632,0.016,,0.206,0.21,0.276,0.264,0.268,0.284,0.268,0.288,0.272,0.278,0.27,0.282,0.276,0.274,0.272,0.282,1.72,0.14
-0.04628,0.016,,0.206,0.21,0.278,0.262,0.268,0.282,0.268,0.288,0.27,0.278,0.272,0.28,0.276,0.274,0.272,0.28,1.74,0.142
-0.04624,0.016,,0.208,0.208,0.274,0.262,0.268,0.284,0.268,0.288,0.272,0.276,0.27,0.282,0.278,0.272,0.272,0.28,1.72,0.142
-0.0462,0.016,,0.208,0.21,0.278,0.262,0.268,0.282,0.27,0.288,0.27,0.278,0.27,0.28,0.276,0.274,0.272,0.278,1.74,0.142
-0.04616,0.018,,0.208,0.21,0.278,0.264,0.268,0.284,0.268,0.288,0.268,0.276,0.27,0.282,0.278,0.272,0.272,0.278,1.72,0.14
-0.04612,0.016,,0.208,0.21,0.278,0.262,0.27,0.284,0.268,0.29,0.27,0.278,0.272,0.282,0.276,0.274,0.272,0.282,1.74,0.142
-0.04608,0.016,,0.208,0.21,0.276,0.26,0.268,0.284,0.268,0.288,0.27,0.278,0.272,0.28,0.276,0.276,0.272,0.282,1.74,0.142
-0.04604,0.018,,0.208,0.208,0.276,0.262,0.268,0.282,0.268,0.288,0.27,0.278,0.27,0.278,0.276,0.274,0.272,0.28,1.74,0.14
-0.046,0.016,,0.206,0.21,0.278,0.26,0.268,0.284,0.27,0.288,0.27,0.278,0.27,0.278,0.276,0.274,0.27,0.28,1.74,0.142
-0.04596,0.016,,0.206,0.21,0.276,0.26,0.266,0.282,0.268,0.288,0.268,0.278,0.272,0.28,0.276,0.274,0.272,0.28,1.74,0.142
-0.04592,0.016,,0.208,0.21,0.278,0.262,0.268,0.282,0.268,0.29,0.27,0.276,0.27,0.28,0.276,0.276,0.27,0.282,1.74,0.142
-0.04588,0.016,,0.208,0.21,0.276,0.262,0.266,0.282,0.268,0.288,0.27,0.276,0.27,0.28,0.276,0.272,0.272,0.28,1.72,0.142
-0.04584,0.016,,0.208,0.208,0.274,0.262,0.268,0.282,0.27,0.288,0.27,0.274,0.27,0.28,0.278,0.272,0.272,0.28,1.74,0.14
-0.0458,0.016,,0.206,0.208,0.276,0.26,0.268,0.282,0.268,0.288,0.27,0.276,0.272,0.28,0.276,0.274,0.272,0.28,1.72,0.142
-0.04576,0.018,,0.206,0.21,0.274,0.262,0.27,0.282,0.268,0.29,0.268,0.276,0.272,0.282,0.276,0.274,0.272,0.278,1.72,0.14
-0.04572,0.016,,0.206,0.208,0.276,0.26,0.266,0.282,0.27,0.286,0.27,0.276,0.27,0.28,0.276,0.274,0.27,0.28,1.72,0.142
-0.04568,0.014,,0.204,0.208,0.276,0.26,0.268,0.282,0.268,0.288,0.268,0.276,0.27,0.28,0.276,0.274,0.274,0.28,1.72,0.14
-0.04564,0.018,,0.206,0.21,0.276,0.26,0.266,0.282,0.266,0.288,0.268,0.276,0.272,0.282,0.276,0.274,0.272,0.278,1.74,0.142
-0.0456,0.016,,0.206,0.21,0.276,0.26,0.268,0.282,0.268,0.288,0.27,0.276,0.272,0.278,0.276,0.272,0.27,0.28,1.72,0.14
-0.04556,0.016,,0.206,0.21,0.276,0.26,0.268,0.282,0.268,0.288,0.27,0.276,0.27,0.28,0.276,0.274,0.272,0.278,1.7,0.144
-0.04552,0.016,,0.206,0.208,0.276,0.26,0.268,0.282,0.268,0.288,0.27,0.278,0.27,0.278,0.276,0.274,0.272,0.278,1.72,0.14
-0.04548,0.018,,0.206,0.21,0.274,0.262,0.268,0.282,0.266,0.288,0.27,0.276,0.27,0.28,0.276,0.274,0.272,0.28,1.72,0.14
-0.04544,0.016,,0.206,0.21,0.274,0.262,0.264,0.282,0.268,0.288,0.268,0.276,0.27,0.282,0.276,0.274,0.27,0.278,1.72,0.142
-0.0454,0.016,,0.206,0.208,0.274,0.262,0.268,0.28,0.268,0.286,0.268,0.276,0.27,0.282,0.276,0.274,0.272,0.278,1.74,0.142
-0.04536,0.016,,0.206,0.208,0.274,0.262,0.268,0.282,0.268,0.288,0.27,0.276,0.27,0.278,0.276,0.272,0.272,0.28,1.72,0.142
-0.04532,0.016,,0.206,0.208,0.276,0.26,0.268,0.282,0.266,0.288,0.268,0.276,0.27,0.282,0.276,0.276,0.272,0.28,1.74,0.14
-0.04528,0.016,,0.206,0.208,0.276,0.26,0.268,0.282,0.27,0.286,0.268,0.276,0.27,0.28,0.276,0.274,0.27,0.28,1.74,0.14
-0.04524,0.014,,0.204,0.208,0.274,0.26,0.268,0.282,0.268,0.29,0.268,0.276,0.27,0.282,0.276,0.274,0.272,0.278,1.72,0.142
-0.0452,0.016,,0.204,0.208,0.276,0.258,0.268,0.282,0.268,0.288,0.268,0.276,0.272,0.28,0.276,0.272,0.272,0.278,1.72,0.14
-0.04516,0.018,,0.206,0.208,0.276,0.258,0.266,0.282,0.268,0.286,0.268,0.276,0.272,0.28,0.274,0.272,0.27,0.278,1.72,0.14
-0.04512,0.016,,0.206,0.21,0.276,0.262,0.266,0.282,0.268,0.288,0.27,0.276,0.272,0.28,0.276,0.274,0.27,0.278,1.72,0.142
-0.04508,0.014,,0.204,0.208,0.272,0.262,0.268,0.282,0.268,0.286,0.268,0.276,0.27,0.282,0.276,0.272,0.272,0.278,1.72,0.14
-0.04504,0.016,,0.206,0.208,0.274,0.26,0.266,0.282,0.268,0.286,0.27,0.276,0.272,0.28,0.276,0.274,0.27,0.28,1.72,0.142
-0.045,0.018,,0.202,0.206,0.274,0.258,0.266,0.282,0.268,0.288,0.268,0.276,0.27,0.278,0.274,0.274,0.274,0.28,1.72,0.138
-0.04496,0.018,,0.204,0.208,0.274,0.26,0.266,0.282,0.268,0.286,0.268,0.276,0.272,0.28,0.276,0.272,0.27,0.278,1.72,0.14
-0.04492,0.018,,0.202,0.206,0.274,0.258,0.266,0.282,0.268,0.286,0.27,0.278,0.27,0.28,0.276,0.272,0.27,0.28,1.72,0.14
-0.04488,0.016,,0.202,0.208,0.274,0.258,0.266,0.282,0.266,0.286,0.268,0.276,0.272,0.28,0.276,0.274,0.27,0.278,1.7,0.14
-0.04484,0.016,,0.204,0.206,0.274,0.26,0.266,0.28,0.266,0.286,0.268,0.276,0.272,0.28,0.274,0.274,0.272,0.278,1.72,0.14
-0.0448,0.016,,0.202,0.208,0.274,0.258,0.264,0.282,0.266,0.286,0.27,0.276,0.27,0.28,0.276,0.274,0.272,0.278,1.72,0.14
-0.04476,0.016,,0.204,0.206,0.274,0.262,0.266,0.28,0.266,0.286,0.268,0.276,0.27,0.28,0.276,0.272,0.272,0.278,1.72,0.14
-0.04472,0.016,,0.206,0.208,0.274,0.26,0.264,0.282,0.266,0.288,0.268,0.274,0.27,0.28,0.276,0.274,0.272,0.28,1.72,0.14
-0.04468,0.016,,0.204,0.208,0.274,0.258,0.266,0.28,0.268,0.288,0.268,0.276,0.27,0.28,0.276,0.272,0.27,0.28,1.72,0.14
-0.04464,0.018,,0.204,0.206,0.274,0.26,0.266,0.282,0.268,0.288,0.266,0.276,0.27,0.278,0.274,0.274,0.27,0.28,1.72,0.142
-0.0446,0.014,,0.202,0.206,0.274,0.258,0.266,0.28,0.266,0.286,0.27,0.274,0.268,0.28,0.274,0.274,0.27,0.28,1.7,0.14
-0.04456,0.016,,0.204,0.206,0.272,0.26,0.266,0.282,0.266,0.286,0.268,0.276,0.27,0.278,0.276,0.27,0.272,0.28,1.72,0.14
-0.04452,0.016,,0.202,0.208,0.272,0.258,0.266,0.282,0.264,0.286,0.268,0.276,0.27,0.28,0.274,0.274,0.272,0.278,1.72,0.14
-0.04448,0.016,,0.2,0.206,0.272,0.258,0.266,0.28,0.266,0.286,0.27,0.276,0.27,0.282,0.276,0.272,0.272,0.282,1.7,0.14
-0.04444,0.018,,0.202,0.206,0.272,0.258,0.264,0.28,0.268,0.288,0.268,0.276,0.27,0.28,0.276,0.272,0.272,0.278,1.72,0.142
-0.0444,0.018,,0.202,0.204,0.272,0.258,0.266,0.28,0.268,0.286,0.27,0.274,0.27,0.276,0.276,0.274,0.27,0.278,1.72,0.14
-0.04436,0.016,,0.202,0.206,0.272,0.256,0.266,0.282,0.266,0.286,0.27,0.276,0.272,0.28,0.274,0.272,0.272,0.28,1.72,0.14
