TIME,OFFSET,T_SET120,T_SET115,T_SET110,T_SET105,T_SET100,T_SET95,T_SET90,T_SET86,T_SET75,T_SET70,T_SET65,T_SET60,T_SET55,T_SET50,T_SET45,T_SET40,T_SET35,ESPECTROSCOPIA,S_NORM
-0.1203,0.016,0.166,0.166,0.166,0.16,0.162,0.162,0.1624,0.1608,0.168,0.16,0.164,0.162,0.16,0.16,0.148,0.15,0.152,0.56,0.144
-0.1202,0.016,0.166,0.166,0.164,0.16,0.162,0.162,0.1632,0.1616,0.166,0.16,0.16,0.16,0.16,0.158,0.148,0.15,0.152,0.56,0.142
-0.1201,0.016,0.164,0.166,0.164,0.16,0.162,0.162,0.1624,0.16,0.168,0.16,0.16,0.16,0.158,0.156,0.148,0.152,0.152,0.568,0.142
-0.12,0.016,0.164,0.164,0.164,0.16,0.162,0.164,0.1624,0.1616,0.166,0.16,0.162,0.16,0.16,0.158,0.15,0.15,0.152,0.552,0.142
-0.1199,0.016,0.164,0.164,0.164,0.158,0.16,0.166,0.1624,0.1616,0.166,0.158,0.162,0.16,0.16,0.158,0.148,0.15,0.152,0.56,0.144
-0.1198,0.016,0.166,0.164,0.164,0.158,0.162,0.162,0.1632,0.1608,0.168,0.162,0.162,0.162,0.16,0.158,0.15,0.152,0.15,0.552,0.144
-0.1197,0.016,0.166,0.164,0.164,0.16,0.162,0.162,0.1624,0.1608,0.17,0.162,0.162,0.162,0.16,0.158,0.148,0.15,0.152,0.568,0.142
-0.1196,0.016,0.166,0.164,0.164,0.158,0.162,0.162,0.1632,0.16,0.168,0.158,0.162,0.162,0.16,0.158,0.148,0.15,0.15,0.56,0.142
-0.1195,0.016,0.166,0.164,0.164,0.156,0.162,0.164,0.1624,0.1608,0.168,0.16,0.16,0.162,0.162,0.158,0.15,0.152,0.152,0.552,0.142
-0.1194,0.018,0.166,0.166,0.164,0.156,0.164,0.162,0.1648,0.16,0.166,0.16,0.162,0.164,0.162,0.158,0.148,0.152,0.152,0.568,0.142
-0.1193,0.016,0.164,0.164,0.164,0.16,0.162,0.162,0.1616,0.16,0.166,0.16,0.162,0.162,0.16,0.16,0.148,0.152,0.152,0.56,0.142
-0.1192,0.016,0.162,0.164,0.164,0.158,0.162,0.162,0.1632,0.16,0.168,0.158,0.162,0.162,0.16,0.158,0.15,0.152,0.15,0.568,0.142
-0.1191,0.016,0.164,0.164,0.164,0.156,0.16,0.162,0.1624,0.16,0.168,0.158,0.162,0.162,0.162,0.158,0.148,0.15,0.152,0.56,0.144
-0.119,0.016,0.166,0.164,0.164,0.158,0.16,0.162,0.1624,0.1608,0.168,0.158,0.162,0.162,0.16,0.158,0.15,0.15,0.15,0.552,0.144
-0.1189,0.016,0.164,0.164,0.166,0.156,0.162,0.162,0.1632,0.16,0.166,0.162,0.162,0.16,0.16,0.158,0.15,0.152,0.152,0.552,0.14
-0.1188,0.016,0.164,0.162,0.164,0.156,0.16,0.162,0.1616,0.1608,0.166,0.158,0.16,0.16,0.16,0.156,0.15,0.15,0.152,0.536,0.142
-0.1187,0.016,0.162,0.164,0.162,0.156,0.16,0.162,0.1616,0.1592,0.168,0.16,0.16,0.16,0.16,0.158,0.148,0.15,0.154,0.56,0.14
-0.1186,0.014,0.164,0.162,0.164,0.156,0.16,0.162,0.16,0.1608,0.168,0.16,0.16,0.162,0.16,0.158,0.148,0.15,0.152,0.56,0.142
-0.1185,0.016,0.164,0.162,0.162,0.156,0.16,0.162,0.1608,0.1592,0.166,0.16,0.16,0.16,0.16,0.156,0.148,0.15,0.152,0.56,0.142
-0.1184,0.016,0.164,0.164,0.162,0.156,0.16,0.162,0.1608,0.1584,0.166,0.16,0.16,0.162,0.16,0.158,0.148,0.15,0.152,0.552,0.142
-0.1183,0.016,0.162,0.162,0.162,0.156,0.16,0.162,0.1608,0.1592,0.168,0.16,0.162,0.162,0.162,0.156,0.148,0.15,0.15,0.552,0.14
-0.1182,0.016,0.162,0.16,0.16,0.154,0.156,0.158,0.1624,0.1592,0.166,0.158,0.16,0.16,0.16,0.158,0.148,0.15,0.152,0.552,0.142
-0.1181,0.016,0.162,0.16,0.16,0.156,0.158,0.16,0.1608,0.16,0.166,0.158,0.16,0.16,0.158,0.158,0.148,0.15,0.152,0.552,0.144
-0.118,0.016,0.16,0.16,0.16,0.156,0.158,0.16,0.16,0.1592,0.164,0.158,0.16,0.16,0.16,0.16,0.148,0.15,0.154,0.552,0.142
-0.1179,0.016,0.16,0.16,0.16,0.156,0.156,0.16,0.1608,0.1592,0.164,0.158,0.162,0.16,0.16,0.158,0.148,0.15,0.15,0.552,0.142
-0.1178,0.014,0.162,0.16,0.16,0.152,0.156,0.16,0.16,0.1576,0.164,0.158,0.16,0.16,0.16,0.156,0.148,0.15,0.152,0.56,0.14
-0.1177,0.016,0.16,0.16,0.16,0.154,0.156,0.158,0.16,0.1584,0.164,0.158,0.16,0.16,0.158,0.156,0.148,0.15,0.152,0.552,0.142
-0.1176,0.016,0.16,0.16,0.16,0.152,0.156,0.16,0.1592,0.1568,0.166,0.156,0.16,0.16,0.16,0.156,0.148,0.148,0.154,0.552,0.142
-0.1175,0.014,0.16,0.16,0.158,0.152,0.156,0.156,0.1592,0.1576,0.164,0.158,0.158,0.16,0.16,0.158,0.148,0.148,0.15,0.552,0.142
-0.1174,0.016,0.16,0.156,0.16,0.152,0.154,0.16,0.1584,0.1568,0.162,0.158,0.16,0.16,0.158,0.158,0.148,0.15,0.15,0.552,0.142
-0.1173,0.018,0.158,0.16,0.158,0.152,0.154,0.156,0.1576,0.156,0.162,0.158,0.16,0.158,0.16,0.158,0.148,0.15,0.15,0.536,0.142
-0.1172,0.018,0.156,0.156,0.158,0.152,0.154,0.158,0.1584,0.156,0.162,0.156,0.162,0.162,0.16,0.156,0.148,0.148,0.15,0.544,0.144
-0.1171,0.018,0.158,0.156,0.156,0.15,0.152,0.156,0.1584,0.1568,0.162,0.156,0.16,0.16,0.16,0.156,0.148,0.152,0.15,0.552,0.142
-0.117,0.016,0.158,0.156,0.154,0.15,0.154,0.156,0.156,0.1568,0.162,0.156,0.158,0.16,0.16,0.158,0.146,0.15,0.15,0.552,0.142
-0.1169,0.018,0.156,0.154,0.156,0.15,0.152,0.154,0.1552,0.156,0.162,0.156,0.16,0.16,0.158,0.156,0.144,0.15,0.15,0.552,0.142
-0.1168,0.016,0.154,0.154,0.154,0.15,0.152,0.156,0.1552,0.1552,0.162,0.156,0.158,0.16,0.16,0.156,0.146,0.15,0.152,0.552,0.144
-0.1167,0.016,0.154,0.152,0.152,0.148,0.152,0.154,0.1552,0.1544,0.162,0.156,0.158,0.16,0.158,0.156,0.148,0.15,0.15,0.552,0.142
-0.1166,0.016,0.152,0.152,0.152,0.148,0.15,0.154,0.1552,0.1536,0.16,0.154,0.156,0.16,0.158,0.156,0.148,0.148,0.152,0.544,0.14
-0.1165,0.018,0.152,0.15,0.152,0.146,0.15,0.152,0.1536,0.1528,0.16,0.154,0.158,0.158,0.158,0.156,0.148,0.152,0.15,0.544,0.142
-0.1164,0.016,0.15,0.148,0.15,0.146,0.15,0.15,0.1528,0.1536,0.16,0.154,0.16,0.158,0.158,0.156,0.148,0.148,0.152,0.544,0.142
-0.1163,0.016,0.15,0.15,0.148,0.146,0.148,0.152,0.1512,0.152,0.156,0.156,0.158,0.158,0.156,0.158,0.148,0.146,0.15,0.544,0.142
-0.1162,0.016,0.15,0.148,0.148,0.144,0.146,0.15,0.1512,0.152,0.156,0.154,0.158,0.16,0.158,0.156,0.148,0.148,0.15,0.544,0.142
-0.1161,0.016,0.15,0.148,0.148,0.144,0.144,0.15,0.1512,0.1504,0.158,0.154,0.158,0.16,0.158,0.156,0.146,0.15,0.152,0.544,0.142
-0.116,0.016,0.146,0.144,0.146,0.142,0.146,0.15,0.1488,0.1496,0.156,0.152,0.156,0.158,0.156,0.156,0.148,0.148,0.15,0.544,0.144
-0.1159,0.018,0.144,0.146,0.142,0.142,0.146,0.146,0.148,0.1488,0.158,0.154,0.156,0.158,0.158,0.154,0.148,0.15,0.15,0.544,0.142
-0.1158,0.016,0.144,0.144,0.142,0.138,0.142,0.146,0.1464,0.1488,0.156,0.152,0.158,0.158,0.156,0.156,0.148,0.148,0.152,0.528,0.142
-0.1157,0.016,0.144,0.142,0.142,0.136,0.138,0.144,0.1472,0.1464,0.154,0.152,0.156,0.156,0.156,0.156,0.148,0.148,0.152,0.536,0.14
-0.1156,0.016,0.14,0.138,0.14,0.136,0.14,0.144,0.1448,0.1448,0.154,0.15,0.156,0.156,0.156,0.156,0.146,0.15,0.15,0.544,0.14
-0.1155,0.016,0.136,0.138,0.138,0.134,0.14,0.142,0.1448,0.1448,0.152,0.15,0.156,0.158,0.158,0.156,0.144,0.15,0.15,0.544,0.142
-0.1154,0.016,0.134,0.136,0.136,0.132,0.136,0.142,0.1432,0.144,0.15,0.15,0.154,0.156,0.156,0.156,0.146,0.148,0.15,0.544,0.142
-0.1153,0.016,0.134,0.134,0.134,0.13,0.134,0.14,0.1424,0.1432,0.15,0.148,0.154,0.156,0.156,0.154,0.146,0.148,0.152,0.544,0.142
-0.1152,0.016,0.132,0.132,0.132,0.128,0.134,0.138,0.1408,0.1416,0.148,0.148,0.154,0.158,0.156,0.154,0.144,0.146,0.152,0.544,0.142
-0.1151,0.016,0.13,0.132,0.132,0.128,0.13,0.136,0.1384,0.14,0.148,0.146,0.152,0.156,0.156,0.154,0.144,0.148,0.15,0.536,0.142
-0.115,0.016,0.128,0.128,0.128,0.126,0.128,0.134,0.1368,0.14,0.146,0.146,0.154,0.156,0.156,0.154,0.144,0.148,0.152,0.544,0.142
-0.1149,0.016,0.126,0.126,0.126,0.122,0.126,0.132,0.1352,0.136,0.148,0.144,0.152,0.154,0.156,0.154,0.144,0.146,0.15,0.528,0.144
-0.1148,0.016,0.122,0.124,0.126,0.122,0.124,0.13,0.1336,0.136,0.144,0.144,0.152,0.156,0.154,0.154,0.146,0.148,0.148,0.536,0.142
-0.1147,0.018,0.12,0.124,0.122,0.118,0.122,0.128,0.1312,0.1344,0.144,0.142,0.15,0.154,0.154,0.154,0.144,0.148,0.15,0.544,0.142
-0.1146,0.018,0.118,0.118,0.118,0.116,0.12,0.128,0.1304,0.132,0.142,0.14,0.152,0.154,0.154,0.154,0.144,0.148,0.15,0.536,0.142
-0.1145,0.014,0.116,0.116,0.116,0.114,0.12,0.126,0.1264,0.1304,0.138,0.14,0.148,0.152,0.154,0.154,0.144,0.148,0.148,0.528,0.14
-0.1144,0.016,0.112,0.116,0.114,0.11,0.114,0.122,0.1256,0.1272,0.138,0.138,0.148,0.152,0.152,0.154,0.144,0.146,0.15,0.528,0.142
-0.1143,0.016,0.112,0.11,0.112,0.11,0.112,0.12,0.1248,0.1272,0.136,0.136,0.146,0.15,0.152,0.152,0.144,0.146,0.15,0.528,0.142
-0.1142,0.016,0.108,0.108,0.11,0.108,0.11,0.116,0.12,0.124,0.134,0.134,0.146,0.15,0.15,0.152,0.142,0.144,0.148,0.528,0.14
-0.1141,0.016,0.104,0.106,0.104,0.106,0.11,0.114,0.1184,0.1224,0.132,0.136,0.142,0.152,0.152,0.152,0.142,0.144,0.15,0.528,0.142
-0.114,0.016,0.102,0.104,0.102,0.1,0.106,0.112,0.1168,0.1192,0.13,0.13,0.142,0.15,0.152,0.152,0.142,0.146,0.148,0.536,0.14
-0.1139,0.016,0.1,0.1,0.102,0.1,0.104,0.11,0.1144,0.116,0.126,0.132,0.142,0.148,0.15,0.15,0.14,0.148,0.148,0.528,0.14
-0.1138,0.016,0.096,0.096,0.096,0.096,0.1,0.108,0.1104,0.1144,0.126,0.13,0.142,0.148,0.15,0.152,0.144,0.144,0.148,0.536,0.142
-0.1137,0.014,0.092,0.094,0.094,0.092,0.098,0.104,0.1088,0.112,0.122,0.126,0.142,0.148,0.148,0.15,0.142,0.146,0.146,0.536,0.142
-0.1136,0.016,0.09,0.09,0.092,0.092,0.094,0.098,0.1048,0.1112,0.122,0.124,0.14,0.144,0.148,0.152,0.142,0.144,0.148,0.528,0.142
-0.1135,0.016,0.088,0.088,0.088,0.086,0.092,0.098,0.1032,0.1072,0.12,0.124,0.138,0.144,0.148,0.15,0.142,0.144,0.15,0.528,0.142
-0.1134,0.016,0.084,0.086,0.088,0.086,0.09,0.094,0.1008,0.1056,0.116,0.122,0.136,0.144,0.144,0.148,0.138,0.144,0.146,0.52,0.142
-0.1133,0.016,0.08,0.082,0.082,0.082,0.086,0.094,0.0976,0.1024,0.116,0.122,0.134,0.142,0.144,0.148,0.14,0.144,0.148,0.52,0.14
-0.1132,0.016,0.076,0.08,0.08,0.08,0.082,0.09,0.0936,0.0992,0.114,0.118,0.132,0.142,0.144,0.148,0.14,0.142,0.148,0.528,0.142
-0.1131,0.016,0.074,0.076,0.076,0.074,0.08,0.088,0.092,0.0968,0.11,0.116,0.132,0.138,0.144,0.146,0.138,0.142,0.146,0.528,0.142
-0.113,0.016,0.072,0.074,0.074,0.072,0.076,0.084,0.0896,0.0944,0.106,0.114,0.132,0.138,0.144,0.146,0.138,0.142,0.146,0.52,0.142
-0.1129,0.018,0.07,0.07,0.07,0.07,0.074,0.082,0.0856,0.092,0.104,0.11,0.13,0.138,0.14,0.144,0.138,0.142,0.144,0.528,0.14
-0.1128,0.016,0.068,0.068,0.066,0.068,0.07,0.076,0.0808,0.088,0.102,0.11,0.126,0.136,0.142,0.144,0.138,0.14,0.146,0.536,0.142
-0.1127,0.016,0.062,0.066,0.064,0.064,0.068,0.076,0.08,0.0848,0.098,0.106,0.124,0.134,0.138,0.146,0.136,0.14,0.146,0.52,0.142
-0.1126,0.018,0.06,0.06,0.062,0.062,0.064,0.074,0.076,0.0824,0.096,0.104,0.124,0.134,0.138,0.142,0.138,0.14,0.146,0.52,0.14
-0.1125,0.016,0.056,0.06,0.058,0.058,0.062,0.07,0.0728,0.0824,0.094,0.102,0.122,0.132,0.136,0.142,0.136,0.14,0.144,0.52,0.142
-0.1124,0.016,0.054,0.056,0.056,0.056,0.06,0.066,0.0712,0.0768,0.088,0.1,0.12,0.13,0.136,0.14,0.136,0.14,0.144,0.52,0.142
-0.1123,0.016,0.052,0.052,0.054,0.054,0.056,0.064,0.0672,0.0752,0.086,0.098,0.118,0.128,0.136,0.14,0.134,0.14,0.144,0.52,0.142
-0.1122,0.016,0.05,0.05,0.05,0.052,0.054,0.062,0.0656,0.0704,0.084,0.094,0.116,0.126,0.132,0.142,0.134,0.138,0.142,0.52,0.142
-0.1121,0.016,0.046,0.046,0.048,0.048,0.052,0.06,0.0632,0.068,0.082,0.094,0.112,0.124,0.134,0.14,0.132,0.136,0.142,0.504,0.14
-0.112,0.016,0.046,0.044,0.046,0.046,0.05,0.056,0.0584,0.0656,0.076,0.09,0.112,0.122,0.13,0.138,0.13,0.136,0.142,0.512,0.142
-0.1119,0.018,0.042,0.042,0.044,0.042,0.048,0.052,0.0568,0.0632,0.076,0.086,0.11,0.122,0.128,0.136,0.132,0.136,0.142,0.504,0.14
-0.1118,0.016,0.042,0.04,0.04,0.042,0.044,0.052,0.0536,0.06,0.074,0.082,0.106,0.12,0.126,0.136,0.13,0.134,0.14,0.504,0.142
-0.1117,0.014,0.04,0.04,0.038,0.04,0.042,0.05,0.052,0.0584,0.07,0.082,0.106,0.118,0.126,0.134,0.13,0.134,0.142,0.504,0.14
-0.1116,0.018,0.038,0.036,0.038,0.038,0.04,0.048,0.0488,0.0536,0.068,0.08,0.102,0.118,0.124,0.134,0.128,0.134,0.14,0.512,0.142
-0.1115,0.016,0.034,0.036,0.036,0.038,0.04,0.044,0.0472,0.052,0.064,0.078,0.104,0.116,0.12,0.132,0.128,0.132,0.14,0.504,0.14
-0.1114,0.016,0.034,0.034,0.034,0.034,0.036,0.04,0.0432,0.0512,0.062,0.076,0.1,0.112,0.122,0.132,0.126,0.134,0.14,0.504,0.144
-0.1113,0.016,0.032,0.03,0.032,0.032,0.034,0.04,0.0432,0.048,0.058,0.074,0.096,0.112,0.118,0.13,0.126,0.13,0.14,0.512,0.14
-0.1112,0.018,0.03,0.03,0.03,0.03,0.034,0.038,0.04,0.0448,0.058,0.068,0.094,0.108,0.118,0.13,0.126,0.13,0.138,0.496,0.14
-0.1111,0.016,0.028,0.028,0.03,0.03,0.034,0.038,0.0384,0.044,0.056,0.068,0.092,0.106,0.116,0.126,0.124,0.13,0.138,0.496,0.142
-0.111,0.016,0.028,0.03,0.03,0.028,0.032,0.034,0.0376,0.0424,0.054,0.066,0.088,0.104,0.116,0.126,0.122,0.128,0.138,0.488,0.142
-0.1109,0.016,0.028,0.026,0.028,0.026,0.028,0.032,0.0344,0.0392,0.052,0.064,0.088,0.102,0.114,0.124,0.122,0.128,0.136,0.496,0.142
-0.1108,0.016,0.024,0.026,0.026,0.028,0.028,0.032,0.0352,0.0376,0.048,0.06,0.084,0.1,0.11,0.124,0.12,0.126,0.136,0.496,0.14
-0.1107,0.016,0.026,0.028,0.026,0.026,0.026,0.03,0.0328,0.0368,0.046,0.058,0.082,0.098,0.11,0.122,0.118,0.126,0.136,0.48,0.14
-0.1106,0.014,0.026,0.024,0.024,0.026,0.026,0.03,0.0312,0.0344,0.044,0.056,0.08,0.096,0.106,0.12,0.12,0.126,0.136,0.496,0.142
-0.1105,0.016,0.026,0.024,0.024,0.026,0.024,0.028,0.0288,0.032,0.044,0.054,0.076,0.094,0.106,0.12,0.118,0.124,0.136,0.48,0.14
-0.1104,0.018,0.024,0.024,0.024,0.026,0.024,0.026,0.0296,0.032,0.04,0.052,0.076,0.092,0.104,0.118,0.116,0.122,0.134,0.472,0.14
-0.1103,0.016,0.024,0.022,0.022,0.024,0.024,0.026,0.028,0.0304,0.038,0.05,0.074,0.09,0.102,0.116,0.116,0.122,0.134,0.48,0.142
-0.1102,0.014,0.024,0.024,0.022,0.022,0.024,0.026,0.0256,0.0288,0.038,0.048,0.068,0.086,0.1,0.116,0.114,0.12,0.134,0.472,0.14
-0.1101,0.016,0.022,0.024,0.022,0.022,0.022,0.024,0.0272,0.028,0.034,0.046,0.068,0.086,0.1,0.112,0.114,0.12,0.13,0.472,0.142
-0.11,0.018,0.022,0.022,0.022,0.022,0.024,0.024,0.0256,0.0264,0.034,0.046,0.066,0.082,0.096,0.112,0.112,0.118,0.132,0.472,0.138
-0.1099,0.018,0.02,0.022,0.022,0.022,0.022,0.026,0.0232,0.0264,0.034,0.044,0.062,0.08,0.096,0.108,0.11,0.116,0.13,0.472,0.14
-0.1098,0.018,0.022,0.022,0.022,0.022,0.022,0.022,0.0224,0.0256,0.034,0.042,0.062,0.08,0.092,0.11,0.112,0.116,0.13,0.472,0.14
-0.1097,0.016,0.022,0.022,0.022,0.02,0.024,0.022,0.0224,0.0232,0.032,0.04,0.06,0.078,0.092,0.106,0.108,0.116,0.13,0.456,0.14
-0.1096,0.016,0.022,0.02,0.022,0.022,0.022,0.024,0.0216,0.024,0.03,0.038,0.058,0.074,0.088,0.106,0.106,0.114,0.126,0.464,0.14
-0.1095,0.016,0.02,0.022,0.018,0.022,0.02,0.024,0.0216,0.0232,0.03,0.038,0.056,0.074,0.086,0.102,0.104,0.114,0.124,0.456,0.14
