TIME,OFFSET,T_SET120,T_SET115,T_SET110,T_SET105,T_SET100,T_SET95,T_SET90,T_SET86,T_SET75,T_SET70,T_SET65,T_SET60,T_SET55,T_SET50,T_SET45,T_SET40,T_SET35,ESPECTROSCOPIA,S_NORM
-0.0808,0.016,0.02,0.022,0.02,0.02,0.022,0.022,0.02,0.0224,0.028,0.04,0.056,0.066,0.09,0.114,0.118,0.118,0.14,0.776,0.16
-0.0807,0.018,0.02,0.02,0.022,0.02,0.02,0.02,0.02,0.02,0.022,0.024,0.028,0.03,0.076,0.088,0.1,0.12,0.112,0.616,0.16
-0.0806,0.016,0.02,0.02,0.02,0.02,0.02,0.018,0.02,0.02,0.02,0.02,0.022,0.022,0.034,0.044,0.058,0.076,0.076,0.248,0.158
-0.0805,0.016,0.02,0.018,0.02,0.02,0.02,0.018,0.0192,0.02,0.02,0.022,0.02,0.022,0.024,0.03,0.038,0.05,0.068,0.056,0.16
-0.0804,0.014,0.02,0.02,0.02,0.02,0.022,0.02,0.0184,0.0208,0.02,0.02,0.022,0.026,0.026,0.036,0.046,0.048,0.082,0.328,0.158
-0.0803,0.016,0.022,0.022,0.022,0.02,0.02,0.02,0.0184,0.02,0.022,0.022,0.028,0.05,0.04,0.058,0.068,0.07,0.112,0.584,0.158
-0.0802,0.016,0.026,0.022,0.02,0.026,0.022,0.024,0.02,0.0312,0.044,0.038,0.066,0.11,0.082,0.108,0.114,0.11,0.144,0.816,0.158
-0.0801,0.018,0.08,0.028,0.028,0.074,0.028,0.07,0.0336,0.0936,0.116,0.106,0.134,0.158,0.138,0.154,0.152,0.148,0.16,0.92,0.16
-0.08,0.018,0.128,0.084,0.084,0.118,0.088,0.122,0.0936,0.1352,0.15,0.148,0.164,0.17,0.164,0.172,0.166,0.166,0.168,0.96,0.158
-0.0799,0.016,0.148,0.128,0.128,0.142,0.13,0.144,0.1336,0.1528,0.166,0.166,0.174,0.176,0.174,0.178,0.168,0.172,0.166,0.984,0.16
-0.0798,0.016,0.16,0.146,0.148,0.15,0.148,0.154,0.1512,0.1584,0.17,0.17,0.174,0.176,0.174,0.178,0.17,0.172,0.166,0.976,0.158
-0.0797,0.018,0.164,0.154,0.154,0.154,0.156,0.158,0.1568,0.1608,0.174,0.172,0.178,0.176,0.176,0.178,0.17,0.17,0.168,0.968,0.158
-0.0796,0.016,0.168,0.162,0.162,0.156,0.16,0.16,0.16,0.1624,0.174,0.174,0.178,0.178,0.176,0.18,0.17,0.172,0.166,0.96,0.158
-0.0795,0.018,0.164,0.162,0.164,0.156,0.164,0.162,0.1608,0.1656,0.174,0.174,0.18,0.18,0.176,0.178,0.172,0.172,0.168,0.968,0.158
-0.0794,0.016,0.166,0.164,0.162,0.156,0.166,0.16,0.1616,0.1632,0.176,0.176,0.178,0.178,0.176,0.178,0.17,0.172,0.166,0.96,0.156
-0.0793,0.016,0.168,0.164,0.162,0.158,0.164,0.162,0.1624,0.164,0.176,0.174,0.18,0.178,0.176,0.178,0.172,0.172,0.166,0.96,0.158
-0.0792,0.016,0.166,0.164,0.164,0.156,0.164,0.162,0.1624,0.164,0.174,0.174,0.178,0.178,0.176,0.178,0.17,0.172,0.166,0.968,0.158
-0.0791,0.018,0.168,0.164,0.164,0.158,0.164,0.16,0.1616,0.164,0.176,0.174,0.18,0.178,0.178,0.178,0.17,0.17,0.166,0.952,0.156
-0.079,0.016,0.168,0.166,0.164,0.154,0.164,0.162,0.1616,0.1648,0.176,0.176,0.176,0.178,0.176,0.178,0.17,0.172,0.166,0.96,0.158
-0.0789,0.016,0.166,0.164,0.162,0.156,0.162,0.164,0.1632,0.164,0.176,0.176,0.178,0.176,0.176,0.178,0.17,0.172,0.166,0.968,0.156
-0.0788,0.018,0.166,0.164,0.162,0.156,0.164,0.162,0.1616,0.1648,0.176,0.174,0.178,0.178,0.176,0.176,0.172,0.17,0.166,0.96,0.156
-0.0787,0.016,0.166,0.164,0.162,0.158,0.164,0.162,0.1616,0.164,0.176,0.174,0.178,0.176,0.176,0.178,0.17,0.172,0.166,0.968,0.158
-0.0786,0.016,0.166,0.164,0.162,0.158,0.164,0.164,0.1616,0.1632,0.174,0.174,0.178,0.176,0.176,0.178,0.168,0.172,0.166,0.968,0.156
-0.0785,0.016,0.166,0.164,0.162,0.158,0.164,0.162,0.1616,0.1656,0.176,0.174,0.178,0.178,0.176,0.178,0.168,0.17,0.166,0.968,0.16
-0.0784,0.016,0.166,0.164,0.162,0.156,0.164,0.16,0.1624,0.164,0.174,0.174,0.178,0.178,0.176,0.176,0.17,0.172,0.164,0.984,0.158
-0.0783,0.018,0.166,0.164,0.164,0.156,0.166,0.162,0.1624,0.164,0.174,0.174,0.178,0.178,0.176,0.176,0.17,0.17,0.164,0.96,0.16
-0.0782,0.016,0.166,0.164,0.162,0.156,0.164,0.164,0.1632,0.164,0.176,0.176,0.178,0.176,0.178,0.178,0.17,0.172,0.166,0.96,0.158
-0.0781,0.016,0.166,0.164,0.162,0.156,0.162,0.162,0.1608,0.1656,0.174,0.174,0.178,0.178,0.178,0.178,0.168,0.172,0.166,0.96,0.156
-0.078,0.018,0.166,0.162,0.162,0.156,0.164,0.162,0.1608,0.1632,0.174,0.174,0.18,0.178,0.176,0.178,0.17,0.17,0.166,0.968,0.158
-0.0779,0.016,0.166,0.164,0.162,0.154,0.162,0.16,0.16,0.1632,0.174,0.174,0.18,0.176,0.176,0.178,0.17,0.17,0.166,0.96,0.156
-0.0778,0.016,0.168,0.162,0.162,0.156,0.162,0.162,0.1608,0.164,0.176,0.174,0.178,0.178,0.176,0.178,0.17,0.17,0.166,0.96,0.156
-0.0777,0.016,0.166,0.162,0.164,0.154,0.164,0.16,0.16,0.1616,0.172,0.176,0.178,0.178,0.176,0.178,0.17,0.172,0.166,0.96,0.156
-0.0776,0.016,0.164,0.164,0.162,0.156,0.162,0.16,0.1608,0.1624,0.174,0.174,0.178,0.176,0.176,0.176,0.17,0.17,0.166,0.952,0.156
-0.0775,0.016,0.166,0.16,0.16,0.154,0.162,0.162,0.1608,0.1624,0.176,0.174,0.178,0.176,0.176,0.178,0.17,0.17,0.164,0.96,0.158
-0.0774,0.016,0.164,0.162,0.162,0.154,0.162,0.16,0.1616,0.1632,0.172,0.174,0.178,0.178,0.176,0.178,0.17,0.172,0.164,0.96,0.158
-0.0773,0.018,0.166,0.162,0.162,0.156,0.162,0.16,0.1608,0.1624,0.172,0.174,0.18,0.176,0.176,0.176,0.17,0.17,0.166,0.96,0.158
-0.0772,0.016,0.166,0.162,0.16,0.154,0.164,0.158,0.1608,0.1624,0.172,0.174,0.178,0.176,0.176,0.176,0.168,0.172,0.166,0.96,0.158
-0.0771,0.016,0.164,0.162,0.162,0.154,0.162,0.162,0.1608,0.1632,0.172,0.17,0.178,0.176,0.176,0.178,0.17,0.17,0.166,0.96,0.158
-0.077,0.016,0.164,0.162,0.162,0.154,0.162,0.162,0.16,0.1624,0.174,0.174,0.178,0.178,0.176,0.178,0.17,0.17,0.166,0.952,0.158
-0.0769,0.016,0.164,0.162,0.16,0.154,0.162,0.158,0.1608,0.1624,0.174,0.172,0.176,0.176,0.176,0.178,0.168,0.172,0.166,0.96,0.156
-0.0768,0.016,0.164,0.162,0.16,0.154,0.162,0.16,0.1616,0.1624,0.174,0.172,0.176,0.176,0.174,0.176,0.17,0.172,0.164,0.96,0.156
-0.0767,0.018,0.164,0.16,0.16,0.154,0.16,0.16,0.1592,0.1624,0.172,0.174,0.178,0.176,0.176,0.178,0.17,0.172,0.166,0.96,0.158
-0.0766,0.016,0.164,0.16,0.16,0.152,0.162,0.16,0.1608,0.1616,0.172,0.174,0.178,0.176,0.176,0.178,0.17,0.172,0.166,0.96,0.156
-0.0765,0.016,0.162,0.162,0.16,0.154,0.16,0.16,0.16,0.1624,0.174,0.174,0.178,0.178,0.176,0.176,0.17,0.17,0.166,0.96,0.156
-0.0764,0.016,0.162,0.16,0.16,0.152,0.158,0.158,0.1592,0.1616,0.174,0.172,0.176,0.176,0.176,0.178,0.17,0.17,0.166,0.96,0.158
-0.0763,0.016,0.162,0.16,0.158,0.154,0.162,0.16,0.1592,0.1616,0.174,0.172,0.176,0.176,0.176,0.178,0.17,0.172,0.166,0.96,0.156
-0.0762,0.016,0.162,0.16,0.16,0.152,0.16,0.156,0.1584,0.1616,0.172,0.172,0.178,0.178,0.176,0.176,0.168,0.172,0.166,0.952,0.158
-0.0761,0.016,0.162,0.16,0.158,0.152,0.16,0.158,0.1592,0.1616,0.17,0.172,0.178,0.176,0.176,0.176,0.17,0.17,0.166,0.952,0.156
-0.076,0.016,0.164,0.16,0.158,0.152,0.16,0.156,0.1592,0.1608,0.172,0.172,0.176,0.176,0.176,0.176,0.17,0.17,0.166,0.952,0.158
-0.0759,0.018,0.162,0.156,0.156,0.152,0.16,0.16,0.1576,0.1608,0.172,0.172,0.176,0.176,0.174,0.178,0.168,0.172,0.168,0.96,0.158
-0.0758,0.016,0.16,0.158,0.158,0.15,0.156,0.158,0.1584,0.16,0.172,0.172,0.176,0.176,0.176,0.176,0.17,0.172,0.164,0.952,0.158
-0.0757,0.018,0.158,0.158,0.158,0.152,0.158,0.156,0.1584,0.1608,0.172,0.172,0.176,0.176,0.174,0.178,0.17,0.17,0.164,0.96,0.158
-0.0756,0.016,0.158,0.158,0.154,0.15,0.156,0.156,0.1568,0.16,0.174,0.172,0.178,0.176,0.174,0.176,0.17,0.17,0.164,0.952,0.158
-0.0755,0.016,0.16,0.158,0.156,0.152,0.158,0.156,0.1576,0.1592,0.172,0.17,0.176,0.176,0.174,0.178,0.17,0.17,0.164,0.952,0.156
-0.0754,0.016,0.158,0.156,0.154,0.15,0.156,0.158,0.1576,0.16,0.172,0.172,0.176,0.176,0.176,0.176,0.168,0.17,0.164,0.952,0.156
-0.0753,0.018,0.158,0.154,0.154,0.15,0.158,0.156,0.1568,0.16,0.17,0.172,0.178,0.176,0.176,0.178,0.168,0.17,0.164,0.952,0.158
-0.0752,0.016,0.16,0.154,0.154,0.15,0.158,0.156,0.1568,0.16,0.17,0.17,0.174,0.176,0.176,0.176,0.168,0.17,0.164,0.952,0.158
-0.0751,0.016,0.156,0.156,0.154,0.148,0.156,0.154,0.156,0.1584,0.17,0.17,0.176,0.176,0.174,0.178,0.17,0.172,0.164,0.952,0.158
-0.075,0.016,0.156,0.154,0.154,0.15,0.156,0.154,0.1552,0.1576,0.17,0.17,0.178,0.176,0.174,0.176,0.168,0.17,0.166,0.952,0.156
-0.0749,0.014,0.156,0.154,0.156,0.146,0.156,0.154,0.1544,0.1576,0.17,0.17,0.176,0.176,0.174,0.176,0.168,0.17,0.164,0.952,0.156
-0.0748,0.018,0.156,0.152,0.152,0.148,0.154,0.154,0.1544,0.1576,0.17,0.172,0.176,0.174,0.174,0.176,0.17,0.17,0.166,0.952,0.156
-0.0747,0.016,0.154,0.154,0.15,0.148,0.154,0.152,0.1552,0.1584,0.168,0.17,0.176,0.178,0.174,0.176,0.168,0.17,0.164,0.952,0.156
-0.0746,0.016,0.154,0.152,0.152,0.148,0.152,0.156,0.1544,0.1568,0.168,0.17,0.176,0.176,0.174,0.176,0.168,0.17,0.166,0.952,0.156
-0.0745,0.016,0.154,0.152,0.15,0.146,0.154,0.152,0.1528,0.1568,0.168,0.168,0.176,0.176,0.174,0.178,0.17,0.17,0.164,0.944,0.158
-0.0744,0.016,0.152,0.15,0.152,0.148,0.154,0.152,0.1528,0.1552,0.168,0.168,0.176,0.176,0.174,0.176,0.17,0.17,0.166,0.952,0.156
-0.0743,0.016,0.154,0.15,0.15,0.146,0.152,0.152,0.1536,0.156,0.166,0.168,0.176,0.174,0.174,0.178,0.17,0.17,0.164,0.952,0.158
-0.0742,0.016,0.152,0.15,0.15,0.146,0.15,0.152,0.152,0.1552,0.168,0.168,0.174,0.176,0.172,0.176,0.17,0.17,0.162,0.952,0.156
-0.0741,0.016,0.152,0.152,0.15,0.146,0.152,0.152,0.152,0.1552,0.166,0.17,0.172,0.176,0.174,0.176,0.168,0.17,0.162,0.952,0.156
-0.074,0.016,0.152,0.15,0.148,0.144,0.15,0.15,0.1512,0.1544,0.168,0.168,0.174,0.174,0.172,0.178,0.168,0.17,0.168,0.944,0.156
-0.0739,0.016,0.15,0.15,0.148,0.144,0.15,0.15,0.152,0.1536,0.166,0.168,0.174,0.172,0.174,0.176,0.17,0.168,0.164,0.936,0.156
-0.0738,0.016,0.15,0.148,0.146,0.142,0.15,0.15,0.152,0.1528,0.166,0.17,0.176,0.176,0.174,0.176,0.168,0.17,0.166,0.952,0.156
-0.0737,0.016,0.148,0.148,0.146,0.138,0.148,0.148,0.1496,0.1528,0.166,0.168,0.176,0.174,0.174,0.178,0.168,0.17,0.166,0.944,0.158
-0.0736,0.016,0.148,0.146,0.144,0.142,0.148,0.148,0.1496,0.1512,0.164,0.166,0.174,0.176,0.172,0.178,0.168,0.17,0.166,0.944,0.156
-0.0735,0.016,0.148,0.144,0.146,0.14,0.148,0.148,0.1488,0.1528,0.162,0.166,0.174,0.174,0.174,0.176,0.168,0.17,0.166,0.944,0.156
-0.0734,0.016,0.146,0.146,0.144,0.138,0.148,0.148,0.1488,0.1512,0.164,0.166,0.174,0.172,0.174,0.176,0.168,0.17,0.164,0.936,0.156
-0.0733,0.018,0.146,0.144,0.144,0.138,0.146,0.146,0.148,0.1512,0.164,0.166,0.174,0.176,0.172,0.176,0.168,0.17,0.164,0.952,0.156
-0.0732,0.016,0.146,0.144,0.144,0.138,0.146,0.146,0.1472,0.1512,0.162,0.166,0.174,0.174,0.174,0.176,0.168,0.17,0.162,0.944,0.156
-0.0731,0.016,0.142,0.142,0.142,0.136,0.146,0.146,0.1464,0.1496,0.164,0.166,0.174,0.174,0.17,0.176,0.17,0.168,0.164,0.944,0.158
-0.073,0.016,0.146,0.142,0.14,0.134,0.144,0.146,0.1464,0.1496,0.162,0.164,0.172,0.172,0.174,0.176,0.168,0.17,0.166,0.952,0.156
-0.0729,0.018,0.142,0.138,0.138,0.132,0.142,0.144,0.1448,0.1488,0.16,0.164,0.172,0.172,0.174,0.176,0.168,0.17,0.166,0.944,0.156
-0.0728,0.016,0.142,0.138,0.138,0.134,0.142,0.142,0.144,0.1488,0.16,0.162,0.172,0.172,0.172,0.174,0.168,0.17,0.164,0.952,0.158
-0.0727,0.016,0.14,0.138,0.138,0.134,0.138,0.142,0.1432,0.148,0.158,0.162,0.172,0.174,0.172,0.176,0.168,0.17,0.164,0.944,0.158
-0.0726,0.014,0.138,0.136,0.134,0.132,0.14,0.142,0.1424,0.1464,0.158,0.16,0.172,0.172,0.17,0.176,0.168,0.17,0.162,0.944,0.156
-0.0725,0.018,0.138,0.136,0.136,0.132,0.136,0.14,0.1408,0.1464,0.158,0.162,0.172,0.17,0.172,0.174,0.168,0.168,0.164,0.944,0.156
-0.0724,0.016,0.134,0.134,0.134,0.13,0.138,0.14,0.1408,0.1456,0.156,0.16,0.17,0.172,0.17,0.174,0.168,0.168,0.164,0.928,0.158
-0.0723,0.016,0.134,0.134,0.134,0.128,0.138,0.138,0.14,0.144,0.156,0.16,0.17,0.172,0.17,0.176,0.168,0.168,0.164,0.952,0.156
-0.0722,0.016,0.134,0.132,0.132,0.128,0.136,0.138,0.1384,0.1432,0.156,0.158,0.17,0.172,0.17,0.176,0.168,0.17,0.166,0.944,0.158
-0.0721,0.018,0.132,0.13,0.128,0.128,0.134,0.136,0.1384,0.1424,0.156,0.158,0.17,0.172,0.17,0.176,0.166,0.17,0.164,0.944,0.156
-0.072,0.016,0.13,0.128,0.13,0.126,0.134,0.136,0.136,0.1416,0.156,0.158,0.17,0.17,0.168,0.174,0.168,0.17,0.166,0.944,0.156
-0.0719,0.016,0.13,0.128,0.128,0.124,0.13,0.134,0.1352,0.1416,0.154,0.156,0.17,0.17,0.17,0.174,0.166,0.166,0.164,0.936,0.156
-0.0718,0.018,0.128,0.128,0.128,0.124,0.13,0.134,0.1336,0.14,0.154,0.158,0.168,0.172,0.17,0.174,0.166,0.17,0.162,0.944,0.156
-0.0717,0.016,0.126,0.126,0.124,0.12,0.13,0.132,0.1336,0.1416,0.152,0.156,0.166,0.168,0.17,0.174,0.166,0.168,0.164,0.936,0.156
-0.0716,0.016,0.124,0.124,0.124,0.12,0.128,0.13,0.1328,0.1392,0.152,0.156,0.168,0.17,0.168,0.174,0.166,0.168,0.164,0.936,0.156
-0.0715,0.016,0.124,0.124,0.124,0.118,0.126,0.13,0.1312,0.1384,0.152,0.156,0.166,0.17,0.168,0.174,0.166,0.168,0.162,0.936,0.158
-0.0714,0.016,0.122,0.12,0.118,0.118,0.124,0.128,0.1304,0.136,0.15,0.154,0.166,0.168,0.17,0.174,0.166,0.168,0.164,0.936,0.156
-0.0713,0.016,0.124,0.12,0.12,0.116,0.124,0.126,0.1288,0.1344,0.15,0.154,0.166,0.168,0.168,0.174,0.166,0.166,0.164,0.936,0.156
-0.0712,0.016,0.12,0.118,0.118,0.114,0.12,0.126,0.128,0.1328,0.146,0.154,0.166,0.168,0.166,0.174,0.164,0.168,0.162,0.944,0.156
-0.0711,0.016,0.116,0.118,0.114,0.114,0.12,0.122,0.1264,0.132,0.146,0.152,0.164,0.168,0.168,0.172,0.166,0.168,0.164,0.944,0.156
-0.071,0.018,0.116,0.114,0.114,0.112,0.118,0.124,0.1256,0.1312,0.144,0.152,0.164,0.166,0.168,0.172,0.164,0.166,0.164,0.944,0.158
-0.0709,0.016,0.112,0.112,0.114,0.112,0.118,0.122,0.1232,0.1296,0.144,0.152,0.164,0.168,0.168,0.172,0.166,0.168,0.162,0.92,0.158
-0.0708,0.016,0.112,0.11,0.112,0.11,0.114,0.12,0.1232,0.1288,0.142,0.15,0.162,0.166,0.166,0.174,0.166,0.168,0.164,0.936,0.156
-0.0707,0.02,0.11,0.11,0.11,0.108,0.112,0.118,0.12,0.128,0.142,0.15,0.162,0.166,0.168,0.172,0.166,0.166,0.164,0.944,0.158
-0.0706,0.016,0.11,0.106,0.108,0.106,0.112,0.118,0.1208,0.1272,0.14,0.148,0.162,0.166,0.166,0.172,0.164,0.166,0.16,0.936,0.156
-0.0705,0.016,0.108,0.104,0.106,0.104,0.112,0.114,0.1176,0.1256,0.138,0.148,0.16,0.166,0.166,0.17,0.164,0.166,0.16,0.936,0.158
-0.0704,0.016,0.106,0.104,0.104,0.104,0.11,0.114,0.1168,0.1248,0.138,0.146,0.16,0.164,0.164,0.17,0.162,0.166,0.162,0.936,0.158
-0.0703,0.016,0.104,0.102,0.104,0.102,0.108,0.112,0.1144,0.1216,0.134,0.144,0.158,0.164,0.166,0.172,0.164,0.166,0.162,0.928,0.156
-0.0702,0.014,0.1,0.1,0.1,0.1,0.106,0.11,0.1136,0.12,0.136,0.142,0.158,0.162,0.164,0.172,0.162,0.166,0.162,0.928,0.156
-0.0701,0.016,0.1,0.096,0.098,0.098,0.104,0.11,0.112,0.1192,0.134,0.142,0.158,0.162,0.162,0.17,0.164,0.166,0.162,0.928,0.156
-0.07,0.016,0.1,0.096,0.098,0.096,0.1,0.108,0.1096,0.1176,0.132,0.142,0.156,0.162,0.162,0.17,0.164,0.166,0.162,0.928,0.158
-0.0699,0.016,0.096,0.094,0.096,0.092,0.1,0.106,0.1096,0.1176,0.13,0.14,0.156,0.162,0.162,0.17,0.162,0.164,0.162,0.936,0.156
-0.0698,0.016,0.096,0.092,0.092,0.094,0.1,0.104,0.1072,0.1144,0.128,0.14,0.156,0.16,0.162,0.17,0.162,0.166,0.16,0.936,0.156
-0.0697,0.016,0.092,0.09,0.092,0.09,0.094,0.102,0.1048,0.1128,0.128,0.136,0.156,0.158,0.162,0.168,0.16,0.166,0.16,0.92,0.156
-0.0696,0.016,0.09,0.09,0.088,0.09,0.094,0.102,0.1024,0.1112,0.126,0.136,0.152,0.16,0.16,0.168,0.162,0.166,0.162,0.928,0.156
-0.0695,0.016,0.088,0.086,0.088,0.088,0.092,0.098,0.1,0.1104,0.126,0.134,0.154,0.16,0.162,0.168,0.162,0.164,0.162,0.936,0.158
-0.0694,0.016,0.086,0.086,0.086,0.084,0.092,0.096,0.1,0.1088,0.124,0.134,0.152,0.158,0.158,0.168,0.162,0.164,0.162,0.904,0.156
-0.0693,0.018,0.082,0.082,0.082,0.082,0.088,0.096,0.0992,0.1064,0.122,0.132,0.152,0.158,0.158,0.168,0.16,0.164,0.162,0.928,0.156
-0.0692,0.016,0.082,0.078,0.08,0.08,0.088,0.092,0.096,0.1048,0.12,0.13,0.15,0.156,0.158,0.166,0.16,0.166,0.162,0.92,0.158
-0.0691,0.016,0.08,0.078,0.08,0.08,0.084,0.092,0.0952,0.1016,0.118,0.13,0.15,0.154,0.16,0.166,0.16,0.162,0.16,0.928,0.156
-0.069,0.016,0.078,0.076,0.078,0.076,0.082,0.09,0.0928,0.1008,0.116,0.126,0.148,0.156,0.156,0.166,0.16,0.164,0.158,0.928,0.156
-0.0689,0.018,0.076,0.076,0.076,0.074,0.08,0.088,0.0896,0.0992,0.116,0.126,0.148,0.156,0.158,0.166,0.158,0.162,0.16,0.928,0.156
-0.0688,0.016,0.072,0.074,0.074,0.072,0.08,0.086,0.0896,0.0984,0.114,0.124,0.144,0.154,0.156,0.166,0.16,0.162,0.16,0.92,0.158
-0.0687,0.018,0.072,0.07,0.072,0.072,0.076,0.082,0.0872,0.0968,0.112,0.124,0.144,0.154,0.158,0.166,0.158,0.162,0.16,0.92,0.156
-0.0686,0.016,0.072,0.07,0.07,0.07,0.076,0.082,0.0848,0.0944,0.108,0.12,0.144,0.152,0.156,0.164,0.158,0.162,0.16,0.92,0.158
-0.0685,0.018,0.068,0.068,0.068,0.07,0.072,0.078,0.0832,0.092,0.11,0.12,0.14,0.152,0.156,0.164,0.158,0.162,0.16,0.92,0.156
-0.0684,0.016,0.064,0.064,0.066,0.07,0.072,0.078,0.0816,0.088,0.106,0.116,0.14,0.15,0.154,0.16,0.158,0.16,0.158,0.92,0.156
-0.0683,0.016,0.064,0.064,0.064,0.064,0.07,0.076,0.0776,0.0872,0.104,0.116,0.138,0.15,0.154,0.164,0.158,0.158,0.16,0.92,0.156
-0.0682,0.018,0.064,0.06,0.062,0.062,0.068,0.074,0.0768,0.0848,0.102,0.116,0.138,0.15,0.152,0.162,0.158,0.16,0.16,0.92,0.156
-0.0681,0.016,0.06,0.058,0.06,0.06,0.064,0.074,0.0752,0.084,0.098,0.114,0.138,0.146,0.152,0.162,0.156,0.16,0.158,0.92,0.156
-0.068,0.016,0.058,0.058,0.058,0.058,0.062,0.07,0.072,0.0824,0.098,0.112,0.136,0.148,0.15,0.162,0.154,0.162,0.158,0.912,0.156
-0.0679,0.016,0.056,0.056,0.056,0.056,0.062,0.068,0.0704,0.08,0.096,0.112,0.134,0.144,0.148,0.16,0.154,0.16,0.158,0.904,0.158
-0.0678,0.016,0.054,0.052,0.054,0.056,0.062,0.068,0.0696,0.0776,0.096,0.11,0.132,0.142,0.15,0.158,0.156,0.158,0.16,0.92,0.156
-0.0677,0.018,0.054,0.052,0.052,0.054,0.058,0.064,0.0664,0.076,0.092,0.106,0.13,0.142,0.148,0.158,0.156,0.156,0.156,0.912,0.158
-0.0676,0.016,0.05,0.05,0.052,0.052,0.058,0.064,0.0656,0.076,0.092,0.104,0.13,0.14,0.146,0.156,0.154,0.158,0.158,0.912,0.156
-0.0675,0.018,0.05,0.05,0.048,0.05,0.054,0.06,0.064,0.0712,0.088,0.102,0.128,0.14,0.146,0.158,0.154,0.158,0.156,0.904,0.156
-0.0674,0.018,0.048,0.048,0.048,0.05,0.052,0.058,0.0624,0.0704,0.086,0.102,0.126,0.138,0.146,0.156,0.152,0.156,0.156,0.904,0.156
-0.0673,0.016,0.046,0.048,0.046,0.048,0.052,0.058,0.06,0.0688,0.084,0.098,0.124,0.138,0.144,0.156,0.152,0.158,0.158,0.904,0.156
-0.0672,0.016,0.046,0.044,0.044,0.048,0.05,0.056,0.0584,0.0672,0.082,0.098,0.122,0.138,0.142,0.154,0.15,0.156,0.156,0.904,0.158
-0.0671,0.016,0.044,0.042,0.046,0.044,0.05,0.054,0.0568,0.0648,0.08,0.096,0.12,0.136,0.142,0.156,0.152,0.154,0.156,0.904,0.156
-0.067,0.018,0.042,0.04,0.042,0.042,0.048,0.052,0.0528,0.0624,0.076,0.094,0.12,0.132,0.14,0.154,0.152,0.156,0.156,0.904,0.156
-0.0669,0.016,0.04,0.04,0.04,0.042,0.044,0.052,0.0528,0.06,0.076,0.092,0.118,0.132,0.14,0.154,0.15,0.154,0.156,0.904,0.156
-0.0668,0.016,0.04,0.038,0.04,0.04,0.044,0.048,0.052,0.0592,0.076,0.09,0.118,0.13,0.138,0.154,0.15,0.152,0.154,0.904,0.156
-0.0667,0.016,0.038,0.038,0.038,0.04,0.04,0.048,0.0496,0.0576,0.072,0.088,0.116,0.13,0.138,0.152,0.148,0.156,0.154,0.904,0.156
-0.0666,0.018,0.036,0.036,0.038,0.038,0.04,0.046,0.048,0.056,0.07,0.086,0.112,0.128,0.136,0.15,0.148,0.154,0.156,0.904,0.158
-0.0665,0.016,0.034,0.034,0.036,0.038,0.04,0.044,0.0464,0.0528,0.068,0.084,0.112,0.126,0.134,0.152,0.148,0.152,0.152,0.888,0.156
-0.0664,0.016,0.036,0.032,0.034,0.034,0.038,0.044,0.044,0.052,0.068,0.08,0.108,0.126,0.132,0.15,0.15,0.152,0.154,0.888,0.156
-0.0663,0.016,0.032,0.032,0.032,0.034,0.038,0.042,0.044,0.0496,0.064,0.08,0.108,0.122,0.132,0.15,0.146,0.15,0.154,0.888,0.156
-0.0662,0.016,0.034,0.03,0.034,0.034,0.036,0.04,0.0416,0.0488,0.064,0.08,0.106,0.12,0.132,0.148,0.148,0.15,0.154,0.888,0.156
-0.0661,0.016,0.032,0.032,0.032,0.032,0.032,0.04,0.0416,0.0464,0.06,0.078,0.106,0.122,0.13,0.146,0.144,0.15,0.152,0.888,0.156
-0.066,0.016,0.028,0.028,0.032,0.032,0.034,0.036,0.0376,0.0456,0.06,0.076,0.102,0.12,0.128,0.144,0.144,0.15,0.152,0.888,0.154
-0.0659,0.018,0.032,0.03,0.03,0.032,0.034,0.034,0.0384,0.0432,0.056,0.074,0.1,0.118,0.128,0.144,0.142,0.148,0.15,0.88,0.156
-0.0658,0.016,0.03,0.03,0.03,0.03,0.03,0.036,0.0368,0.0432,0.056,0.07,0.098,0.116,0.126,0.144,0.142,0.15,0.152,0.88,0.156
-0.0657,0.016,0.028,0.028,0.03,0.028,0.03,0.034,0.0352,0.0424,0.054,0.07,0.096,0.116,0.126,0.144,0.14,0.148,0.152,0.88,0.156
-0.0656,0.016,0.028,0.028,0.028,0.03,0.028,0.034,0.0352,0.0392,0.052,0.07,0.094,0.114,0.122,0.142,0.142,0.148,0.152,0.88,0.156
-0.0655,0.016,0.026,0.028,0.026,0.026,0.028,0.032,0.0336,0.0392,0.05,0.066,0.094,0.112,0.122,0.14,0.14,0.146,0.15,0.872,0.156
-0.0654,0.016,0.026,0.026,0.026,0.026,0.028,0.03,0.0312,0.0384,0.05,0.064,0.092,0.112,0.122,0.138,0.138,0.144,0.15,0.872,0.156
-0.0653,0.016,0.024,0.024,0.026,0.028,0.028,0.03,0.0304,0.0368,0.048,0.062,0.09,0.108,0.122,0.138,0.138,0.144,0.15,0.872,0.156
-0.0652,0.018,0.026,0.024,0.024,0.026,0.028,0.032,0.0304,0.0344,0.046,0.062,0.086,0.106,0.118,0.136,0.136,0.142,0.148,0.872,0.156
-0.0651,0.016,0.026,0.026,0.024,0.024,0.028,0.028,0.0288,0.0336,0.046,0.06,0.086,0.104,0.116,0.136,0.136,0.142,0.148,0.864,0.156
